user_id,total_folder_selections,different_folders_used,days_active_selecting,most_used_folder
RY984801,9,4,2,Functioneren en loopbaan
RX641036,9,8,1,Verzuim
RU125377,9,1,1,Medewerker dossier
RY187137,9,4,1,Medewerker dossier
RX526226,9,1,1,Medewerker dossier
RZ274836,9,5,2,Persoonlijk
UA006564,9,5,1,Arbeidsvoorwaarden
IC278076,9,3,1,Verzuim
RO364522,9,1,1,Medewerker dossier
RT168571,9,5,1,Persoonlijk
RY527991,9,6,2,Contracten
RQ470019,9,4,2,Persoonlijk
RZ207705,9,2,1,Persoonlijk en Overeenkomsten
RT352375,9,6,1,Salaris
RX448072,9,9,1,Voorselecties
RO127112,9,6,2,Arbeidsovereenkomsten
RY751617,9,4,1,Verzuim en Arbo
IC124700,9,7,1,Loopbaan-/personeelsontwikkeling
RX701598,9,4,1,Arbeidsvoorwaarden
RY478416,9,6,1,Arbeidsvoorwaarden
IC294390,9,1,1,Historisch PD tot 01-01-2020
RZ336692,9,6,1,Aanstelling en benoeming
IC296158,9,2,1,Arbeidsovereenkomst
RY364258,9,9,1,Verlof
RS884187,9,8,1,PNIL
RY962441,9,6,1,02 Arbeidsovereenkomst
RY935056,9,4,1,Loopbaan
UA006037,9,8,1,Dienstverbanden
RZ245007,9,7,1,Persoonsgegevens
RY780754,9,4,2,Medewerker dossier
RX620989,9,3,1,Medewerker dossier
RZ108802,9,2,2,Medewerker dossier
UA006284,9,2,1,Medewerker dossier
RZ138914,9,3,1,Dienstverband
IC238160,9,7,1,Loopbaan
RU675998,9,2,2,Medewerker dossier
RX252445,9,4,1,Persoonlijke ontwikkeling en functioneren
RY704872,9,7,1,Verzuim
RY962643,9,8,1,02.0 Historie
RY748604,9,6,1,Medewerker dossier
RX882506,9,6,1,Verzuim en arbo
RY907631,9,8,1,Persoonlijk
RX333351,9,3,1,Dienstverband
RW183735,9,4,1,Medewerker dossier
RY367406,9,5,1,Dienstverband
IC216342,9,2,1,Verlof
RZ218805,9,8,1,Functie
IC289596,9,5,1,Salaris
UA004512,9,7,1,Persoonlijk
RY588568,8,1,2,Medewerker dossier
RX294537,8,6,1,Medewerker dossier
RY503093,8,5,2,Salaris
IC294700,8,4,1,Diversen
RV856651,8,6,1,Functie en Functioneren
RY800302,8,4,1,03. Dienstverband
IC248363,8,2,1,Persoonsgegevens
RW606020,8,5,2,Dienstverband
RV388627,8,3,1,Functioneren
RP830570,8,3,2,Arbeidsvoorwaarden
RT116402,8,7,1,Arbeidsvoorwaarden
RZ224458,8,8,2,Medewerker dossier
RO989086,8,6,1,Functionering
RZ208269,8,7,1,Verlof
IC229276,8,1,2,Medewerker dossier
RW1022426,8,3,1,Arbeidsovereenkomsten
RY1002572,8,5,1,Functioneren en loopbaan
RV344523,8,5,1,Brieven
RV513252,8,4,2,Personeelsdossier
UA006666,8,3,1,Arbeidsvoorwaarden
RZ186987,8,8,1,06. Flex Benefits
IC280538,8,3,2,Arbeidsvoorwaarden
RP663934,8,3,1,Opleidingen
RZ216512,8,8,1,Verzuim
RZ176093,8,6,1,Beoordeling/functioneren
RY549151,8,8,1,Opleiding
RZ211997,8,5,1,Medewerker dossier
RX825748,8,7,1,Verloop dienstverband
RY962412,8,6,1,05.4 Diploma en Certificaten
RZ313931,8,4,2,Medewerker dossier
RY202869,8,5,1,Persoonlijk
RT994917,8,7,1,Arbeidsvoorwaarden
RX277344,8,6,1,Medewerker dossier
RQ566777,8,5,1,Persoonlijk
RZ184827,8,3,1,Arbeidsvoorwaarden
RO593550,8,7,1,Verzuim
IC240111,8,7,1,Indienst/wijzigingen/ontslag
RZ206841,8,8,1,Persoonsgegevens
RX377426,8,4,1,Persoonlijk
RQ654820,8,3,1,Aanstelling en Benoeming
RU599043,8,6,1,Salaris
IC219355,8,3,1,Medewerker dossier
RX295876,8,4,1,Arbeidsvoorwaarden
RZ315773,8,5,1,Arbeidsvoorwaarden
RX329688,8,2,1,Gesprekscyclus en -verslagen
RO551196,8,1,1,Medewerker dossier
RQ583206,8,6,1,Verlof
RY822481,8,5,1,"Diploma's, certificaten en getuigschriften"
RU479992,8,8,2,Verlof
RV575972,8,7,1,Dienstverband
RZ319835,8,5,1,Verlof
RY784469,8,6,1,1.1) Indiensttreding
RX865381,8,3,1,Aanstelling en dienstverband
IC232740,8,2,1,Importopdrachten
RQ405629,8,7,1,Primaire arbeidsvoorwaarden
RW653492,8,5,1,Arbeidsvoorwaarden
RX815092,8,3,2,Persoonlijk
RW779010,8,8,1,Loopbaan/Personeelsontwikkeling/functioneren
RZ213930,8,5,1,Dienstverband
RY1010843,8,2,1,Verlof
RY944246,8,4,1,"Aanstelling, indiensttreding en Ontslag"
RY741994,8,3,1,Persoonlijk
IC100655,8,8,1,Algemeen
RV472396,8,7,1,Persoonlijk
RX300483,8,5,1,Benoeming
UA001729,8,5,1,Persoonlijk
RY327196,7,1,2,Dienstverband
RZ325506,7,5,1,Einde arbeidsovereenkomst
RX916599,7,4,1,Persoonlijk
RZ134235,7,3,1,Persoonlijke gegevens
RU339849,7,4,2,Dienstverband
IC231263,7,3,1,Historie
RX362220,7,4,1,Opleidingen
RW819942,7,6,1,Persoonlijk
RX936566,7,3,2,Arbeidsvoorwaarden
RZ105956,7,5,2,Verlof
RQ257570,7,6,1,Aanstelling en Rechtspositie
RX391582,7,4,1,Medewerker dossier
RX928250,7,2,1,03. Gesprekscyclus
RY994184,7,4,1,"Diploma's, certificaten en getuigschriften"
RY238238,7,3,1,Medewerker dossier
RV395998,7,1,1,Arbeidsvoorwaarden
RX880268,7,2,2,Verlof
RY624425,7,4,1,Persoonlijk
UA011912,7,3,1,Arbeidsovereenkomst
RW170555,7,1,1,Diversen
RX502615,7,3,2,MKA
RQ143992,7,5,1,Arbeidsvoorwaarden
RY372423,7,5,1,Arbeidsvoorwaarden
RX730527,7,1,1,Medewerker dossier
RX277399,7,2,2,Medewerker dossier
RQ492494,7,2,1,Medewerker dossier
IC255298,7,5,1,Loopbaan
IC216246,7,7,1,Verlof
RW921851,7,1,1,Opleiding en studiefaciliteiten
RW597092,7,2,1,Arbeidsvoorwaarden
IC114957,7,2,1,Medewerker dossier
RW761237,7,5,2,Medewerker dossier
RY374584,7,1,1,Medewerker dossier
RZ133618,7,4,1,Persoonsgegevens
RY671379,7,3,1,Prullenbak
RQ249276,7,2,2,Medewerker dossier
IC277740,7,3,2,Medewerker dossier
RX605531,7,5,1,Ontwikkeling
RZ315209,7,3,1,Medewerker dossier
RT381119,7,5,1,Diensttijd en pensioen
RY1010489,7,3,1,Duurzaam inzetbaarheid
RT186712,7,2,1,5. Gespreksverslagen
RY866784,7,4,1,02.1 Arbeidsovereenkomst
RQ706479,7,4,1,Salaristroken en jaaropgaven
RX942278,7,5,1,Documenten indiensttreding
RO986282,7,6,1,Dienstverbanden
RY666911,7,2,2,Persoonlijk
RY649582,7,3,1,Arbeidsvoorwaarden
IC282040,7,5,2,Loopbaan
RQ891824,7,2,1,Medewerker dossier
RO172466,7,2,2,Medewerker dossier
IC150729,7,3,2,02. Indienst
IC224624,7,3,1,1. Persoonsgegevens
RT974376,7,5,1,Arbeidsovereenkomst
RP774356,7,4,2,Ziekteverzuim
RS1001989,7,1,2,Medewerker dossier
RO503117,7,5,1,Medewerker dossier
RZ337109,7,2,1,Medewerker dossier
RV804959,7,1,2,Medewerker dossier
RU493530,7,1,1,Dienstverbanden
RZ245769,7,6,1,Salaris
RY1001392,7,5,1,Persoonlijk
RZ268665,7,7,1,Leaseauto
RO389255,7,2,1,Loopbaan / personeelsontwikkeling
RZ275546,7,2,1,Medewerker dossier
RX721223,7,2,1,Dienstverband
IC242095,7,4,1,Dienstverband
IC244653,7,5,1,02 Arbeidsovereenkomst
RQ519536,7,7,1,Inzetbaarheid
RP441582,7,6,1,Persoonlijk
RT128496,6,5,2,Arbeidsvoorwaarden
RW896152,6,4,1,Indiensttreding
RV734818,6,1,1,Medewerker dossier
RX290564,6,6,1,Historie
RW1006770,6,2,1,Persoonlijk
RO650132,6,1,1,Loopbaan-/personeelsontwikkeling
RX813772,6,4,1,1) Arbeidsovereenkomsten
RY867828,6,4,1,04.1 Declaratie
RZ241998,6,1,1,Medewerker dossier
IC294735,6,6,1,Medewerker dossier
IC242092,6,3,2,Dienstverband
RY689522,6,5,1,Opleidingsgegevens
RU634661,6,2,1,Arbo & Subsidie
RO323584,6,1,1,Medewerker dossier
RY544433,6,4,1,Persoonlijk
RW774562,6,5,1,11. Persoonlijk
RO811584,6,6,1,Arbeidsvoorwaarden
RY908879,6,4,1,05.3 Opleidingen
RZ354117,6,6,1,Loopbaanontwikkeling
RV884302,6,2,1,Medewerker dossier
IC295027,6,3,1,Medewerker dossier
IC194828,6,4,1,Verstreken bewaartermijn
UA008446,6,4,1,Medewerker dossier
RY954737,6,3,1,Verzuim
RT127058,6,3,2,Medewerker dossier
IC110310,6,2,1,In-/uitdienst
RX610864,6,4,1,Persoonsgegevens
RP159973,6,5,1,Persoonsgegevens
IC195196,6,2,2,Medewerker dossier
RP482603,6,4,2,Dienstverband
RO177899,6,1,1,Medewerker dossier
IC295357,6,1,2,Medewerker dossier
RQ533028,6,3,1,Medewerker dossier
RT1032116,6,6,1,Persoonlijke documenten/Sollicitatie
RZ181446,6,2,1,Arbeidsvoorwaarden
RO338155,6,2,1,03. Dienstverband
RO858855,6,4,2,Medewerker dossier
RZ112451,6,5,1,Verlof
RY730979,6,3,1,Medewerker dossier
RO1003213,6,4,1,Indiensttreding
IC128107,6,4,1,01. Dienstverband
RY731152,6,1,1,Contracten
RY862264,6,6,1,Functioneren
RO367654,6,6,1,Salaris en Financiën
RW932216,6,1,1,Arbeidsovereenkomst en -voorwaarden mdw in loondie
RY419700,6,4,1,Persoonlijk
RY144869,6,4,1,Arbeidsvoorwaarden
RU508357,6,4,1,Persoonlijk
RO947092,6,3,1,Aanstelling en benoeming
RT953593,6,4,1,Arbeidsovereenkomsten
RZ103433,6,6,1,Verlof
RX764233,6,2,1,Medewerker dossier
RU389841,6,3,1,Aanstelling
RQ318909,6,2,1,Arbeidsvoorwaarden
RT318881,6,3,1,Arbeidsongeschiktheid
IC120970,6,4,1,Loopbaan / personeelsontwikkeling
RV446322,6,5,1,Dienstverband
RX113583,6,1,1,Medewerker dossier
IC217833,6,3,1,Medewerker dossier
RX290525,6,4,1,HRM
RY991702,6,3,1,02.1 Arbeidsovereenkomst
RW163884,6,3,1,Medewerker dossier
RZ308396,6,4,1,Medewerker dossier
RZ147169,6,6,1,Aanstelling en dienstverband
UA005379,6,3,1,Medewerker dossier
RU584115,6,4,1,Opleiding/cursussen
RT320015,6,2,1,Medewerker dossier
RZ212021,6,4,1,03.1 Salaris
RX313045,6,2,1,Medewerker dossier
RZ319579,6,5,1,Arbeidsvoorwaarden
RX544961,6,2,1,Nog te archiveren
IC269506,6,6,1,Arbeidsvoorwaarden
RP119623,6,2,1,Arbeidsvoorwaarden
RY498352,6,3,1,Arbeidsvoorwaarden
RT243296,6,2,1,Medewerker dossier
RY622155,6,4,1,Arbeidsvoorwaarden
RV818477,6,1,1,Medewerker dossier
RP137108,6,2,1,Persoonsgegevens
IC244173,6,2,1,Medewerker dossier
IC197463,6,4,1,Arbeidsvoorwaarden
RY992495,6,5,1,11 Overige aanvragen
RY1006893,6,4,1,Persoonlijke gegevens
RW654590,6,4,1,Persoonlijk
RZ319668,6,6,1,Overig
RY442337,6,5,1,Persoonlijke ontwikkeling en functioneren
RX669139,6,2,1,Stage BBL / BOL
RZ215554,6,5,1,Medewerker dossier
RV413419,6,3,1,Arbeidsvoorwaarden
RP808608,6,3,2,Aanstelling/arbeidsovereenkomst
IC285456,6,3,1,Dienstverband
RX480311,6,3,1,Arbeidsvoorwaarden
RO329850,6,3,1,02. Arbeidsvoorwaarden
RY786960,6,4,1,Opleiding en ontwikkeling
IC285469,6,2,1,Arbeidsvoorwaarden
RY290347,6,4,1,Persoonlijk
RY894873,6,3,1,Persoonsgegevens
RO915770,6,6,1,Salaris
RO746263,6,2,2,Arbeidsvoorwaarden
UA002094,6,4,1,Medewerker dossier
RZ222372,5,3,1,Arbeidsvoorwaarden
RZ208170,5,1,1,Medewerker dossier
RZ262866,5,3,1,Loopbaan/personeelsontwikkeling
IC285559,5,3,1,Importverslagen
RY984803,5,4,1,Historie
RX531873,5,3,2,Persoonlijke ontwikkeling en functioneren
RX537362,5,1,1,Arbeidsvoorwaarden
RZ279011,5,2,1,Aanstelling
RZ293268,5,3,1,Persoonlijke gegevens
RY934141,5,4,1,Persoonlijk
IC121159,5,4,1,Prullenbak
RY651764,5,3,2,Arbeidsvoorwaarden/belonen
RY109096,5,1,1,Ontwikkeling
RZ244843,5,3,1,Arbeidsvoorwaarden
RX910177,5,5,1,Verzuim Besluiten-beschikkingen
RY1010723,5,4,1,Medewerker dossier
RV601359,5,1,1,Medewerker dossier
RY704716,5,3,1,Persoonlijk
RP398484,5,1,1,Medewerker dossier
RS876815,5,3,1,Persoonlijk
RQ374066,5,3,1,Arbeidsvoorwaarden
UA004623,5,4,1,Arbeidsvoorwaarden
RX547709,5,2,1,01. Dienstverband
RZ214496,5,5,1,Opleiding
RY228470,5,4,1,Persoonsgegevens
RU124422,5,3,1,Persoonsgegevens
IC231227,5,3,1,Salaris
RO213938,5,3,1,Overeenkomsten
RQ469428,5,3,1,Aanstelling
RP369652,5,3,1,Persoonlijke gegevens
UA006573,5,1,1,Medewerker dossier
RO632674,5,4,1,Medewerker dossier
RP401964,5,4,1,Overeenkomsten
RP287884,5,2,2,01. Dienstverband
RY963239,5,3,1,Medewerker dossier
RY478344,5,4,1,Functioneren en ontwikkelen
RO303187,5,1,1,Medewerker dossier
RY863670,5,3,1,Overeenkomsten
IC201692,5,4,1,Salaris
RZ331827,5,5,1,Indiensttreding regulier
IC242901,5,4,1,Arbeidsvoorwaarden
RO681109,5,3,1,Persoonlijk
RP926367,5,3,1,Arbeidsvoorwaarden
RZ284344,5,4,1,Loopbaan en Personeelsontwikkeling
RX437829,5,2,1,Verlof
RQ513564,5,5,1,Loopbaan
RP851317,5,3,1,Aanstelling en Rechtspositie
UA004563,5,5,1,Opleiding/cursussen
RO632349,5,3,1,Loopbaan/Functie
RX767994,5,4,1,Leerdossier
RX776985,5,1,1,Medewerker dossier
RT948258,5,5,1,Aanstelling
RX226165,5,4,1,Documenthistorie rapportages
RX430049,5,3,1,Dienstverband
RZ331860,5,1,2,Medewerker dossier
RW902359,5,4,1,Medewerker dossier
IC254791,5,5,1,Diensttijd
RT319951,5,4,1,Persoonlijke gegevens
RY822993,5,3,1,Medewerker dossier
RQ659805,5,4,1,Opleidingen
RQ441914,5,3,1,Loopbaan/Functie
IC211299,5,3,1,Personeelsdossier
IC220462,5,4,1,Opleiding/cursussen
RX345632,5,3,1,Verlof
RY966049,5,3,1,03.1 Salaris
RO987915,5,3,1,Personeelsdossier
RT948326,5,4,1,Arbeidsovereenkomst
RX245011,5,3,2,Loopbaan en opleiding
RT207045,5,5,1,"Diploma's, certificaten en getuigschriften"
RY992406,5,2,1,02.1 Arbeidsovereenkomst
IC244481,5,1,1,01 Indiensttreding
RY935229,5,1,1,Medewerker dossier
RX563667,5,4,1,Arbeidsovereenkomst
RO104887,5,4,1,Persoonlijk
RV379417,5,5,1,Functieverloop
RX275697,5,3,1,Salaris
RY929437,5,3,1,Persoonlijk
RY867827,5,3,2,04.1 Declaratie
RS635423,5,2,1,Medewerker dossier
RV344232,5,1,2,Arbeidsvoorwaarden
RZ138908,5,2,1,Arbo & Subsidie
RZ173764,5,1,1,Medewerker dossier
RO323576,5,4,1,Functioneren
RX492708,5,4,1,Persoonlijk
RV356225,5,2,1,Arbeidsvoorwaarden
IC217761,5,1,1,Medewerker dossier
IC204639,5,2,2,Arbeidsvoorwaarden
IC255636,5,3,2,Persoonlijk
UA004089,5,5,1,Salaris
RQ484411,5,3,1,Archief ouder dan 01-01-2015
RQ529899,5,1,1,Medewerker dossier
RY707467,5,2,1,Medewerker dossier
IC106786,5,2,1,Salaris
RW573868,5,2,1,"1. Arbeidsovereenkomst, doorstroom en ontslag"
RQ459095,5,5,1,Opleiding/cursussen
RO339217,5,3,1,Verlof
RP820300,5,3,1,Persoonlijk
RY616912,5,4,1,Medewerker dossier
RZ246937,5,4,1,Salaris
RO738275,5,3,1,Gespreksverslagen
RP213196,5,3,1,Arbeidsvoorwaarden
RW743553,5,5,1,Functioneren
RX621172,5,4,1,Arbeidsvoorwaarden
IC266518,5,3,1,Divers
RZ211398,5,5,1,Salaris
RW901695,5,4,1,Medewerker dossier
RQ519801,5,4,1,Loopbaan
RY908436,5,2,1,Opleiding/Stage
RY732107,5,3,2,Dienstverband
RZ220986,5,3,1,Ontwikkeling
RX459974,5,2,1,Persoonlijk
RO580711,5,3,1,Arbeidsvoorwaarden
RX295836,5,1,2,Medewerker dossier
RW644271,5,2,1,6) Gespreksverslagen
RY902258,5,3,1,Loopbaan / personeelsontwikkeling
IC244349,5,3,1,Medewerker dossier
RY835545,5,5,1,Persoonsgegevens
RP672037,5,2,1,Medewerker dossier
RV608478,5,1,2,Dienstverband
RV916016,5,4,1,Loopbaan / personeelsontwikkeling
RO938544,5,3,1,Jaargesprek en functioneren
IC280516,5,1,2,Opleiding
RY475250,5,2,2,Persoonlijk
RZ213603,5,5,1,Toelagen en vergoedingen
RY1002798,5,4,1,Verlof
RO662650,5,4,1,Opleidingen
RT996202,5,5,1,Overig
RZ148243,5,3,1,Personalia
RZ338706,5,2,1,Persoonlijk
RY194110,5,1,1,Medewerker dossier
UA005490,5,4,1,Loopbaan
RW968253,5,1,1,Medewerker dossier
RX329568,5,1,1,Medewerker dossier
RX329559,5,4,1,Verlof
RO360516,5,1,1,Medewerker dossier
RO216843,5,5,1,Medewerker dossier
RZ272727,5,3,1,Arbeidsvoorwaarden
IC196498,5,3,1,Salaris
IC287045,5,3,2,Persoonlijke ontwikkeling
RY942865,5,3,1,Arbeidsvoorwaarden
RX749394,5,2,1,Medewerker dossier
IC270258,4,1,1,Verlof
IC267830,4,3,1,Arbeidsvoorwaarden
IC278754,4,2,2,Loopbaan / personeelsontwikkeling
RY376319,4,1,1,Medewerker dossier
RY956908,4,2,1,03.1 Salaris
IC294944,4,2,1,Overeenkomsten
RX295461,4,4,1,Recent toegevoegd
RX295133,4,3,1,Verzuim/Arbo
RT220212,4,2,2,"1. Arbeidsovereenkomst, doorstroom en ontslag"
IC263715,4,3,2,Medewerker dossier
RS513970,4,2,1,Verlof en Verzuim
RX273678,4,1,1,Arbeidsvoorwaarden
RP667760,4,1,1,Verzuim
RZ185346,4,2,1,Salaris
RU208811,4,3,1,Medewerker dossier
RY1000806,4,3,1,Arbeidsovereenkomst en -voorwaarden mdw in loondie
RX366592,4,1,2,Medewerker dossier
RY893914,4,4,1,Verlof
RZ278139,4,1,1,Arbeidsvoorwaarden
RO435618,4,2,1,Start dienstverband
IC290467,4,3,1,Persoonlijk
RP136305,4,1,1,Arbeidsvoorwaarden
IC263375,4,2,1,Werkmap
RO683779,4,2,1,Medewerker dossier
RO715984,4,1,1,CLM
UA007278,4,3,1,Arbeidsvoorwaarden
RP120200,4,4,1,Persoonlijk
RY702538,4,2,1,Arbeidsvoorwaarden
RZ274454,4,3,1,Arbeidsvoorwaarden
RV661323,4,3,1,Salaris
IC256798,4,1,1,Medewerker dossier
RX376617,4,1,1,3-Aanstelling
IC281668,4,2,2,Arbeidsvoorwaarden
RZ269349,4,2,1,Medewerker dossier
RZ256825,4,2,1,Arbeidsvoorwaarden
RT125818,4,4,1,Verlof
RX329752,4,1,2,Medewerker dossier
RT309943,4,3,1,Persoonsgegevens
RY782362,4,1,1,Arbeidsovereenkomsten
RP786411,4,4,1,Overig salaris
RX635227,4,1,1,Medewerker dossier
RQ516834,4,4,1,Persoonlijk
RT186598,4,4,1,1. Persoonsgegevens
RQ345507,4,4,1,Opleidingen
RW953140,4,3,1,Persoonsgegevens
RU158854,4,3,1,Medewerker dossier
RY457697,4,3,1,Medewerker dossier
IC273183,4,2,2,Arbeidsvoorwaarden
RP808728,4,3,1,Medewerker dossier
RP149569,4,2,1,Medewerker dossier
RW920235,4,1,1,Medewerker dossier
RY817248,4,1,1,Medewerker dossier
RO141991,4,4,1,Historie
RO730035,4,3,1,FWG
RT147753,4,2,1,Medewerker dossier
RO551130,4,2,2,Historie
RO991489,4,2,1,Opleiding
RV924568,4,2,1,Medewerker dossier
RY103680,4,2,1,Verlof
IC259292,4,3,2,Arbeidsvoorwaarden
RX815977,4,4,1,Personalia
RZ251246,4,1,1,Medewerker dossier
RZ333964,4,3,1,Arbeidsvoorwaarden
RW794338,4,4,1,Functioneren en beoordelen
RO623406,4,3,1,Persoonlijk en Overeenkomsten
RQ957536,4,2,1,Aanstelling en benoeming
RV580684,4,2,1,Beoordeling/functioneren
RY192938,4,2,1,Algemeen
RY1006890,4,3,1,Arbeidsvoorwaarden en salaris
RZ178395,4,2,2,13. ICT
RZ319945,4,4,1,Medewerker dossier
RY1006271,4,3,1,01.1 Formele documenten
RO871294,4,2,1,Medewerker dossier
RX941097,4,2,2,Training / opleiding
IC149153,4,2,1,Historie
RO695177,4,3,1,Arbeidsovereenkomst
RZ289239,4,3,1,Arbeidsovereenkomst
RZ305971,4,2,1,Aanstelling/overeenkomst
RX913980,4,1,1,Verlof
RY633433,4,4,1,Archief algemeen
RV741327,4,1,2,Medewerker dossier
RX295346,4,2,1,Arbeidsvoorwaarden
RQ151659,4,2,1,Arbeidsvoorwaarden
RY138630,4,4,1,Arbeidsvoorwaarden
RO626597,4,4,1,Loopbaan/Persoonlijke ontwikkeling
RW616836,4,3,1,Medewerker dossier
RO947750,4,3,1,Salaris
RY301396,4,1,1,Medewerker dossier
RV542364,4,3,1,Persoonlijk
RZ187001,4,3,2,Functioneren
IC112574,4,2,1,Algemeen
RP238315,4,1,1,Medewerker dossier
RZ288695,4,4,1,Functioneren
RP238271,4,4,1,Juridische zaken
RQ531222,4,1,2,Loopbaan
RS644691,4,3,1,Contracten/aov
RY952361,4,2,1,Arbeidsvoorwaarden
RY508699,4,1,1,Loopbaan / personeelsontwikkeling
RX517580,4,2,1,Medewerker dossier
UA009422,4,3,1,Salaris
RO721916,4,3,1,Arbeidsovereenkomst
RU205654,4,2,2,Functioneren en ontwikkeling
IC129446,4,1,2,MKA
RZ216706,4,1,1,Medewerker dossier
IC279742,4,2,1,Medewerker dossier
RV854430,4,4,1,Salaris
RY685240,4,2,2,Verlof
RY661958,4,2,1,Medewerker dossier
RW886650,4,1,1,Medewerker dossier
RQ945859,4,2,1,Medewerker dossier
RW779518,4,3,1,Persoonsgegevens
RU467858,4,4,1,03. Loopbaan / personeelsontwikkeling
RW219866,4,3,1,Persoonlijk
RT996710,4,1,1,Medewerker dossier
UA000743,4,2,2,Medewerker dossier
RU267134,4,3,1,Arbeidsvoorwaarden
IC261879,4,1,1,Verlof
RP131575,4,1,2,Medewerker dossier
IC296698,4,2,1,Medewerker dossier
RY984799,4,2,1,Persoonlijk
RZ275397,4,4,1,Personalia
RY459855,4,3,1,Arbeidsovereenkomst
RW531002,4,2,1,Opleidingen
RZ251009,4,2,1,Personalia
RY104046,4,3,2,Persoonsgegevens
RZ141053,4,3,2,Medewerker dossier
RX564376,4,3,1,Persoonsgegevens
RP385698,4,1,1,Functioneren en ontwikkeling
RV660030,4,3,1,Salaris
RY504768,4,4,2,Algemeen
IC250523,4,1,1,Arbeidsvoorwaarden
RY727963,4,2,1,Arbeidsvoorwaarden
RZ112271,4,2,2,Functioneren
RX295434,4,2,1,Arbeidsvoorwaarden
RX768554,4,2,2,1. Persoonsgegevens
RY710448,4,1,1,Medewerker dossier
RY1011349,4,4,1,Persoonlijk
UA004382,4,2,1,Aanstelling
IC214132,4,4,1,8. Personele ontwikkeling
RQ134813,4,3,1,Persoonlijk
IC282967,4,2,2,Medewerker dossier
RP755891,4,3,1,Arbeidsvoorwaarden
RZ354798,4,4,1,Salaris
RX393186,4,2,1,Loopbaan / personeelsontwikkeling
RQ346291,4,4,1,Functioneren en loopbaan
RU741515,4,4,1,Medewerker dossier
RY400953,4,4,1,8. Personele ontwikkeling
RZ313827,4,3,1,Medewerker dossier
RO710266,4,4,1,Overeenkomst externen
RX104386,4,3,1,Aanstelling en benoeming
RV799623,4,1,2,Persoonlijk en Overeenkomsten
RZ176490,4,3,1,Arbeidsvoorwaarden
RY737737,4,2,1,Verlof
RU730476,4,3,1,Opleiding
RW467295,4,1,1,Loopbaan en opleiding
RO943998,4,3,1,Aanstelling en benoeming
IC283297,4,4,1,Archief ouder dan 01-01-2015
RZ274487,4,1,1,Prullenbak
RZ347400,4,4,1,Overig
RY868183,4,4,1,01.4 Verzekeringen
RY944404,4,1,1,Arbeids-/Vrijwilligersovereenkomst
RX230138,4,2,1,Diensttijd
RY956466,4,3,1,02.1 Arbeidsovereenkomst
RY540060,4,3,1,Arbeidsvoorwaarden
RY858476,4,1,1,Vertrouwelijke correspondentie
RO944848,4,3,1,Medewerker dossier
RQ901788,4,1,2,Opleidingen
RY820723,4,1,1,Overeenkomsten
RU122265,4,2,1,Functioneren en ontwikkeling
RO523770,3,1,1,Verlof
RX839812,3,1,1,Arbeidsovereenkomsten
RY866788,3,2,1,09.1 Ontslag
RO682791,3,2,1,Loopbaan en opleiding
IC289539,3,2,2,Medewerker dossier
RY966503,3,3,1,Ziekte en re-integratie
IC267835,3,3,1,Loopbaan en ontwikkeling
RY952476,3,2,1,Medewerker dossier
RV320727,3,1,1,Medewerker dossier
IC217893,3,1,1,Medewerker dossier
IC266057,3,3,1,Inzetbaarheid
RY660383,3,3,1,Overig arbeidsvoorwaarden
RP119570,3,2,1,Verzuim
RQ521641,3,2,1,Medewerker dossier
IC296901,3,3,1,Medewerker dossier
RV605789,3,3,1,Werkbegeleiding
RQ474035,3,1,2,Medewerker dossier
RP237424,3,2,1,Dienstverband
RV856332,3,3,1,Historie DECOS
RY299637,3,1,1,Arbeidsvoorwaarden
RZ267218,3,2,1,Dienstverband
RZ325444,3,3,1,02. Arbeidsvoorwaarden
RO1002636,3,1,1,Opleidingen
RQ517291,3,2,1,Aanstelling
RY984792,3,2,1,Functioneren en loopbaan
RV320852,3,1,1,Loopbaanontwikkeling
IC263320,3,1,1,Medewerker dossier
RU498895,3,2,1,Arbeidsovereenkomst
RO947859,3,1,1,Medewerker dossier
RO982452,3,1,1,Aanstelling en Benoeming
RX887694,3,1,1,Medewerker dossier
RP822142,3,1,1,Prullenbak
RY817812,3,3,1,Diensttijd en pensioen
RQ121201,3,3,1,Verlof
RZ315031,3,2,1,Medewerker dossier
RX775997,3,3,1,Loopbaan/personeelsontwikkeling
RO355205,3,1,1,Aanstelling en dienstverband
RP428847,3,2,1,02 Arbeidsovereenkomst
RX266966,3,2,1,Arbeidsvoorwaarden
RY968271,3,1,1,02.1 Arbeidsovereenkomst
RU124806,3,2,1,Arbeidsvoorwaarden
RW752030,3,1,1,Contract
RZ147334,3,2,1,Persoonlijk
RY600894,3,1,1,Arbeidsovereenkomsten
RO364368,3,1,1,Verlof diversen
RZ143058,3,2,1,Verzuim
RP407654,3,2,1,Medewerker dossier
RY753116,3,2,1,Persoonlijk
RX281038,3,2,1,Indiensttreding
RP482933,3,2,1,Dienstverband
RZ264811,3,1,1,Gespreksverslagen
RY700499,3,3,1,Salarisdocumenten
RY906672,3,2,1,Arbeidsvoorwaarden
RZ256946,3,3,1,Verlof
RX785351,3,1,1,Arbeidsvoorwaarden
RY896529,3,1,1,Scholing/studieaanvragen
IC204060,3,3,1,Loopbaan
RZ288098,3,2,1,Persoonlijk
RQ413914,3,1,1,01 Indiensttreding
RO337158,3,2,1,03. Dienstverband
RP358975,3,2,1,Loopbaan en ontwikkeling
