user_id,total_filters,different_fields_used,days_active_filtering,most_used_field
RZ101349,6,2,2,medewerkerNaam
IC285469,6,2,1,datumUitDienst
IC233294,6,2,1,datumUitDienst
IC260117,6,2,1,datumUitDienst
RY279950,6,2,2,datumUitDienst
RZ347888,6,2,1,medewerkerNaam
IC282340,6,3,2,datumUitDienst
RW459494,6,2,2,medewerkerNaam
RY299637,6,2,1,datumUitDienst
IC181164,6,2,2,datumUitDienst
RQ278449,6,2,1,datumUitDienst
RY528621,6,2,2,medewerkerNaam
RY450511,6,2,2,datumUitDienst
RX236906,6,2,2,datumUitDienst
RX111370,6,2,2,datumUitDienst
RZ178395,6,2,2,medewerkerCode
RY984789,6,2,2,medewerkerNaam
RY782613,6,2,1,medewerkerCode
IC103350,6,2,2,medewerkerNaam
RW616836,6,3,1,datumUitDienst
RX417547,6,2,2,datumUitDienst
RX516175,6,2,2,datumUitDienst
IC263639,6,2,1,medewerkerNaam
RZ225387,6,2,1,datumUitDienst
RZ185453,6,2,1,medewerkerNaam
RQ278371,6,2,1,datumUitDienst
RY665171,6,2,1,datumUitDienst
RV777290,6,3,1,datumUitDienst
RY1006893,6,2,2,medewerkerNaam
RW470351,6,2,2,medewerkerNaam
RS789965,6,3,2,datumUitDienst
RY590289,6,2,2,medewerkerNaam
RX631928,6,2,2,medewerkerNaam
RO463032,6,2,1,medewerkerNaam
RY943372,6,2,1,datumUitDienst
RO480700,6,2,2,medewerkerNaam
RZ264168,6,2,2,medewerkerNaam
IC269506,6,2,1,datumUitDienst
RQ849927,6,2,1,medewerkerNaam
RX295434,6,2,1,datumUitDienst
IC282040,6,2,2,datumUitDienst
RV477222,6,2,1,datumUitDienst
RY701447,6,2,1,medewerkerNaam
RW906257,6,2,2,medewerkerNaam
RU125377,6,2,1,medewerkerNaam
IC231300,6,2,2,medewerkerNaam
RS657615,6,2,2,medewerkerNaam
RO517885,6,2,2,datumUitDienst
RZ249557,6,2,2,datumUitDienst
RY577352,6,2,1,medewerkerCode
RZ181446,6,2,1,medewerkerNaam
RO523562,6,2,2,datumUitDienst
UA009066,6,2,1,medewerkerCode
RV477456,6,2,2,datumUitDienst
RV924363,6,2,1,datumUitDienst
RX815092,6,2,2,datumUitDienst
RQ738661,6,2,2,datumUitDienst
IC283426,6,2,1,datumUitDienst
UA000623,6,2,2,medewerkerCode
IC182996,6,2,2,medewerkerNaam
RT128496,6,3,2,datumUitDienst
RY645119,6,2,2,datumUitDienst
IC255298,6,3,2,datumUitDienst
IC217721,6,2,2,datumUitDienst
RT380413,6,3,2,datumUitDienst
IC296592,6,2,2,medewerkerCode
RZ137794,6,2,1,datumUitDienst
RY495896,6,2,1,medewerkerNaam
IC295033,6,2,2,datumUitDienst
RX889250,6,2,1,medewerkerNaam
RX345632,6,2,1,datumUitDienst
UA009540,6,3,1,medewerkerNaam
IC208314,6,2,2,datumUitDienst
RX264499,6,2,2,medewerkerNaam
IC280095,6,2,1,medewerkerNaam
IC297331,6,3,2,datumUitDienst
IC231298,6,3,2,datumUitDienst
RZ168334,6,2,2,medewerkerNaam
RU126299,6,2,1,datumUitDienst
RX313045,6,2,1,medewerkerNaam
RY449393,6,2,2,datumUitDienst
RY600894,6,3,2,datumUitDienst
RU321874,6,2,1,medewerkerNaam
RX294537,6,2,1,medewerkerNaam
RO393597,6,2,2,datumUitDienst
IC217751,6,2,1,datumUitDienst
RQ347557,6,3,2,datumUitDienst
RW141467,6,2,2,medewerkerCode
RY537714,6,2,2,datumUitDienst
RY704716,6,3,2,datumUitDienst
RY416834,6,2,1,medewerkerNaam
RZ176199,6,2,1,datumUitDienst
RY965326,6,2,1,datumUitDienst
RY784629,6,2,2,datumUitDienst
RY195215,6,2,2,datumUitDienst
UA011555,6,2,1,datumUitDienst
IC208321,6,2,2,medewerkerCode
RV600384,6,2,2,datumUitDienst
RX281169,6,2,2,medewerkerNaam
RY992406,6,2,1,datumUitDienst
IC202706,6,2,1,datumUitDienst
RO438993,6,2,2,medewerkerNaam
RY964156,6,2,2,medewerkerNaam
IC269108,6,2,1,medewerkerCode
RX809572,6,2,1,datumUitDienst
RY789130,6,2,1,datumUitDienst
IC217308,6,2,1,datumUitDienst
IC248812,6,2,1,datumUitDienst
IC284668,6,2,2,datumUitDienst
IC118451,6,2,1,medewerkerNaam
IC209174,6,2,1,datumUitDienst
IC221500,6,2,2,datumUitDienst
RO679264,6,2,1,datumUitDienst
RV959076,6,2,1,medewerkerNaam
IC296901,6,2,1,medewerkerNaam
RV440165,6,2,1,medewerkerNaam
IC235694,6,3,2,datumUitDienst
UA004747,6,2,2,datumUitDienst
RV645373,6,2,2,datumUitDienst
RV751770,6,2,1,medewerkerNaam
RY862699,6,3,2,datumUitDienst
RZ245007,6,3,1,datumUitDienst
RY243031,6,2,1,medewerkerNaam
RY155897,6,3,1,datumUitDienst
RS815321,6,2,2,datumUitDienst
RZ286085,6,2,2,datumUitDienst
RT121111,6,2,1,datumUitDienst
IC221461,6,2,2,datumUitDienst
RY821788,6,3,1,datumUitDienst
RO224599,6,3,1,datumUitDienst
IC175246,6,2,1,medewerkerCode
RO551196,6,2,1,datumUitDienst
RX764385,6,2,2,datumUitDienst
RO798921,6,3,1,datumUitDienst
RY908879,6,2,1,datumUitDienst
RP885849,6,2,1,datumUitDienst
IC269227,6,2,1,medewerkerCode
RQ296022,6,2,1,medewerkerNaam
RW843634,6,2,2,medewerkerNaam
RP740280,6,2,2,medewerkerNaam
RU275577,6,3,2,datumUitDienst
RQ487578,6,2,1,medewerkerNaam
RW858534,6,2,2,datumUitDienst
RT1002856,6,2,1,datumUitDienst
IC268336,6,2,1,medewerkerNaam
RV320852,6,2,1,datumUitDienst
RO685964,6,2,1,datumUitDienst
RX584941,6,2,2,datumUitDienst
RO943664,6,2,1,datumUitDienst
RY732107,6,2,2,datumUitDienst
RY1010491,6,2,1,datumUitDienst
IC110951,6,2,1,datumUitDienst
IC248464,6,3,1,datumUitDienst
UA004497,6,2,2,datumUitDienst
RV484856,6,3,1,datumUitDienst
RP238145,6,2,1,medewerkerNaam
RX601148,6,2,1,medewerkerNaam
IC261248,6,2,2,datumUitDienst
RX702166,6,2,2,datumUitDienst
RO298000,6,2,1,medewerkerNaam
IC219318,6,2,1,datumUitDienst
RX502686,6,2,2,datumUitDienst
RO683154,6,2,2,datumUitDienst
IC233296,6,2,1,medewerkerNaam
UA001515,6,2,1,medewerkerCode
RP940690,6,2,2,medewerkerCode
RY241437,6,2,2,medewerkerNaam
RY678035,6,2,1,medewerkerNaam
IC263375,6,2,1,medewerkerCode
RQ522005,6,2,1,datumUitDienst
RZ252149,6,2,1,medewerkerNaam
RY146831,6,2,2,datumUitDienst
RO857739,6,3,2,datumUitDienst
RW219866,6,2,1,medewerkerNaam
UA006958,6,2,2,datumUitDienst
RY651784,6,3,2,datumUitDienst
RZ282937,6,2,2,datumUitDienst
IC255804,6,3,2,datumUitDienst
RS722470,6,3,2,datumUitDienst
RX831377,6,2,1,datumUitDienst
RV435476,6,2,1,datumUitDienst
IC295027,6,3,1,datumUitDienst
RX516363,6,2,1,medewerkerNaam
UA000743,6,2,2,medewerkerNaam
RQ913979,6,2,1,datumUitDienst
RY826636,6,2,1,datumUitDienst
RT186598,6,2,2,medewerkerNaam
RO521582,6,3,1,datumUitDienst
RZ322044,6,2,1,medewerkerNaam
IC286083,6,2,2,medewerkerNaam
RS873018,6,3,2,datumUitDienst
RX930458,6,2,1,datumUitDienst
RV671410,6,2,1,medewerkerNaam
RY459855,6,2,1,datumUitDienst
RX880268,6,2,2,datumUitDienst
RZ135166,6,2,1,datumUitDienst
RZ141053,6,3,2,datumUitDienst
RQ487233,6,2,1,datumUitDienst
RQ413914,6,2,1,medewerkerNaam
RY997676,6,2,1,medewerkerNaam
RW785324,6,2,1,medewerkerNaam
RY498991,6,3,1,datumUitDienst
RY503916,6,2,1,datumUitDienst
RV609042,6,2,1,medewerkerCode
RZ175616,6,2,1,medewerkerNaam
RO431835,6,2,1,medewerkerNaam
RO435618,6,2,1,datumUitDienst
RY853817,6,3,2,datumUitDienst
RO686346,6,2,1,medewerkerNaam
IC206777,6,3,1,datumUitDienst
RY943665,6,2,1,medewerkerNaam
RU267134,6,3,1,datumUitDienst
RY944230,6,2,1,medewerkerNaam
RV426281,6,2,1,medewerkerNaam
RZ218805,6,2,1,medewerkerNaam
RY851411,6,2,1,datumUitDienst
RO696651,6,3,1,datumUitDienst
RW743553,6,2,2,datumUitDienst
RO694652,6,3,2,datumUitDienst
RX490656,6,2,1,datumUitDienst
RY952512,6,2,1,datumUitDienst
RZ139387,6,2,1,datumUitDienst
RZ134752,6,2,2,datumUitDienst
RW535549,6,2,1,datumUitDienst
RY899974,6,2,1,datumUitDienst
IC217961,6,2,1,datumUitDienst
RY909972,6,2,1,medewerkerNaam
RX506990,6,3,1,datumUitDienst
RZ252279,6,2,2,datumUitDienst
RW221984,6,2,1,datumUitDienst
RZ245213,6,3,1,datumUitDienst
RY826299,6,2,1,medewerkerNaam
RZ272887,6,2,2,datumUitDienst
IC290965,6,3,1,datumUitDienst
RW529680,6,2,2,datumUitDienst
RY899828,6,3,2,datumUitDienst
RY1012689,6,2,2,datumUitDienst
RU122265,6,2,1,medewerkerNaam
RV700395,6,2,1,medewerkerNaam
RX421802,6,2,2,datumUitDienst
RZ275404,6,2,1,medewerkerNaam
RO104887,6,2,1,medewerkerNaam
IC209917,6,2,2,datumUitDienst
IC200519,6,2,2,medewerkerCode
RY508699,6,2,1,datumUitDienst
RV601359,6,3,1,datumUitDienst
IC294088,6,2,2,medewerkerNaam
RP940521,6,3,1,datumUitDienst
RZ256849,6,2,2,datumUitDienst
RV832793,6,3,2,datumUitDienst
RY900882,6,2,1,datumUitDienst
RY506013,6,2,1,datumUitDienst
RX428831,6,2,1,medewerkerNaam
IC290336,6,3,2,datumUitDienst
RY238314,6,2,1,datumUitDienst
RY746787,6,2,1,datumUitDienst
RX823469,6,2,1,medewerkerNaam
IC254817,6,2,2,datumUitDienst
IC245793,6,3,1,datumUitDienst
IC280591,6,3,1,datumUitDienst
RY952361,6,2,1,medewerkerNaam
RZ222372,6,2,1,datumUitDienst
IC287746,6,2,1,datumUitDienst
RY897987,6,2,2,datumUitDienst
IC218009,6,2,2,medewerkerCode
UA000924,6,2,2,medewerkerCode
RP882015,6,2,1,datumUitDienst
IC231227,6,2,1,datumUitDienst
RO681128,6,2,2,medewerkerCode
IC265033,6,3,2,datumUitDienst
RO992357,6,2,1,datumUitDienst
UA007304,6,2,1,datumUitDienst
RW523784,6,2,1,datumUitDienst
IC209918,6,2,2,medewerkerCode
RY416762,6,2,1,datumUitDienst
RP385289,6,2,2,medewerkerNaam
RP336825,6,3,1,datumUitDienst
RQ654820,6,2,2,medewerkerNaam
RX555811,6,2,1,datumUitDienst
UA001863,6,3,2,datumUitDienst
RY782003,6,3,2,datumUitDienst
RX635227,6,2,1,medewerkerNaam
RO712060,6,2,1,medewerkerNaam
RV644673,6,2,1,medewerkerNaam
RT450717,6,2,1,datumUitDienst
RX122818,6,2,2,medewerkerNaam
RY144215,6,2,1,datumUitDienst
RQ516834,6,2,1,medewerkerNaam
RO488588,6,2,1,datumUitDienst
IC283889,6,2,1,medewerkerCode
IC197328,6,3,2,datumUitDienst
RY527308,6,3,1,datumUitDienst
RX931124,6,2,2,medewerkerNaam
RO517058,6,2,1,medewerkerNaam
RX393186,6,2,1,datumUitDienst
RX333522,6,2,2,medewerkerNaam
IC275236,6,2,1,medewerkerCode
RX764233,6,2,1,medewerkerNaam
RY1005986,6,2,1,medewerkerNaam
RQ498860,6,2,1,datumUitDienst
RY144869,6,2,1,medewerkerNaam
UA005490,6,2,2,medewerkerCode
IC284576,6,3,2,datumUitDienst
RV747194,6,2,2,medewerkerNaam
RO134297,6,2,1,datumUitDienst
IC255767,6,2,2,medewerkerCode
RX302936,6,2,1,datumUitDienst
RQ565795,6,2,2,medewerkerNaam
RY104348,6,2,2,medewerkerNaam
RO393709,6,2,1,datumUitDienst
IC209501,6,3,1,datumUitDienst
RY857090,6,3,1,datumUitDienst
IC234175,6,3,2,datumUitDienst
RX503850,6,2,1,datumUitDienst
IC193305,6,2,2,datumUitDienst
RO520523,5,2,2,datumUitDienst
RY798383,5,2,1,medewerkerNaam
IC284812,5,2,2,datumUitDienst
IC197463,5,3,1,medewerkerCode
RW761237,5,1,2,medewerkerNaam
UA010100,5,3,2,datumUitDienst
RS833940,5,1,1,medewerkerNaam
RX328581,5,2,2,medewerkerNaam
RZ275363,5,2,2,medewerkerNaam
RO686839,5,2,1,medewerkerCode
RU126719,5,2,2,medewerkerCode
RZ272335,5,2,1,medewerkerNaam
RY286379,5,2,1,datumUitDienst
RW561505,5,2,1,medewerkerNaam
RO142452,5,2,1,medewerkerNaam
RT309943,5,2,1,medewerkerCode
RZ216512,5,2,2,medewerkerCode
UA004382,5,3,1,medewerkerNaam
RT1003783,5,2,2,datumUitDienst
RO683779,5,3,1,medewerkerNaam
IC254728,5,2,2,medewerkerNaam
IC286143,5,2,2,medewerkerCode
RT156780,5,2,1,medewerkerNaam
RZ246937,5,2,1,medewerkerNaam
RU590882,5,2,1,medewerkerNaam
RY666911,5,2,2,medewerkerNaam
IC198298,5,3,2,medewerkerNaam
RY799636,5,2,1,datumUitDienst
RX184901,5,2,2,medewerkerNaam
RV762453,5,3,1,functie
RX626800,4,2,2,medewerkerNaam
RY512987,4,2,1,datumUitDienst
RX941097,4,2,2,datumUitDienst
RY464029,4,2,2,medewerkerNaam
RU493537,4,2,1,medewerkerNaam
IC219359,4,2,1,datumUitDienst
IC219355,4,2,1,datumUitDienst
RU498895,4,3,1,datumUitDienst
IC295518,4,2,2,datumUitDienst
UA000482,4,2,2,medewerkerCode
RQ531222,4,2,2,datumUitDienst
RW163884,4,2,1,medewerkerNaam
UA003767,4,2,1,medewerkerNaam
RY457697,4,2,1,medewerkerNaam
RY654591,4,2,1,datumUitDienst
RZ147649,4,2,1,datumUitDienst
UA011777,4,2,2,datumUitDienst
RY239854,4,2,1,datumUitDienst
RX383227,4,3,1,datumUitDienst
RY962412,4,2,1,datumUitDienst
RX701598,4,3,1,datumUitDienst
RY866579,4,2,1,datumUitDienst
RX912951,4,2,1,datumUitDienst
RY541249,4,2,1,medewerkerNaam
RY651764,4,2,2,datumUitDienst
RQ621137,4,2,2,medewerkerNaam
RY662153,4,2,1,medewerkerNaam
RZ252890,4,2,1,medewerkerCode
RZ208871,4,2,1,medewerkerNaam
RQ712287,4,2,1,datumUitDienst
RY902258,4,2,1,medewerkerNaam
RP830570,4,2,2,datumUitDienst
RX876836,4,2,1,medewerkerNaam
RX787221,4,2,1,datumUitDienst
RV681612,4,3,1,datumUitDienst
RY500329,4,2,1,datumUitDienst
RY819064,4,2,1,medewerkerNaam
RX526226,4,2,1,datumUitDienst
UA009933,4,2,1,datumUitDienst
RX334887,4,2,2,medewerkerNaam
UA008291,4,2,1,medewerkerCode
RZ314429,4,2,1,medewerkerCode
RS477762,4,2,1,datumUitDienst
RY862427,4,3,1,datumUitDienst
RU467858,4,2,1,medewerkerNaam
IC253804,4,2,2,datumUitDienst
IC218589,4,2,1,medewerkerNaam
RV413419,4,2,1,medewerkerNaam
RY862322,4,2,2,medewerkerNaam
RT168051,4,2,2,medewerkerNaam
RZ205488,4,2,1,datumUitDienst
RS506747,4,3,1,datumUitDienst
RY984800,4,2,2,datumUitDienst
RQ491394,4,2,1,medewerkerNaam
RQ494019,4,2,1,medewerkerNaam
RY645178,4,2,1,medewerkerNaam
IC201021,4,2,2,datumUitDienst
IC277233,4,2,1,datumUitDienst
RS998975,4,2,1,medewerkerNaam
RX366592,4,2,2,medewerkerNaam
RQ795143,4,2,1,medewerkerNaam
RQ659805,4,2,1,medewerkerNaam
RY207706,4,2,2,datumUitDienst
RT187316,4,1,2,medewerkerCode
RX362220,4,2,1,datumUitDienst
RT185686,4,2,2,medewerkerNaam
RQ469046,4,2,1,datumUitDienst
RZ172949,4,2,2,medewerkerCode
RP774495,4,3,1,datumUitDienst
RX412661,4,2,1,medewerkerNaam
RP782877,4,2,1,medewerkerNaam
UA006910,4,2,1,medewerkerCode
IC279655,4,2,1,datumUitDienst
IC284993,4,2,2,medewerkerCode
RX448466,4,2,2,datumUitDienst
RY192453,4,2,1,datumUitDienst
IC268952,4,2,1,medewerkerNaam
RO858180,4,3,1,datumUitDienst
RZ338706,4,2,1,medewerkerNaam
RX540946,4,3,1,datumUitDienst
RP767756,4,2,2,medewerkerNaam
IC248479,4,2,1,medewerkerNaam
RX810293,4,2,2,medewerkerNaam
IC284695,4,2,2,medewerkerNaam
RO603555,4,2,1,datumUitDienst
RZ247160,4,2,1,medewerkerNaam
RV872017,4,2,1,datumUitDienst
RW788999,4,2,2,datumUitDienst
RY776423,4,2,1,datumUitDienst
RZ269471,4,2,1,datumUitDienst
RY860908,4,2,2,medewerkerNaam
IC286303,4,2,1,datumUitDienst
RZ314089,4,2,1,datumUitDienst
IC244481,4,3,1,datumUitDienst
RO339217,4,2,1,medewerkerNaam
IC124906,4,2,1,medewerkerNaam
RY944534,4,2,1,datumUitDienst
RQ420491,4,2,1,datumUitDienst
RY654788,4,2,2,medewerkerNaam
RO525862,4,2,2,datumUitDienst
RO177733,4,2,1,datumUitDienst
RO519232,4,2,1,medewerkerNaam
RW597092,4,2,1,datumUitDienst
RO516989,4,2,1,medewerkerNaam
RQ579843,4,2,1,datumUitDienst
RZ277924,4,3,1,datumUitDienst
UA011866,4,2,1,datumUitDienst
RV845463,4,2,1,medewerkerNaam
RY707467,4,3,1,datumUitDienst
RY931723,4,2,1,medewerkerCode
RO397487,4,2,1,medewerkerNaam
RY631237,4,2,2,medewerkerNaam
RY672606,4,2,1,medewerkerNaam
RQ500143,4,2,1,datumUitDienst
RT378535,4,2,1,medewerkerNaam
RY419213,4,2,2,datumUitDienst
RZ261924,4,2,2,medewerkerNaam
RS846997,4,2,2,datumUitDienst
IC246416,4,2,2,medewerkerCode
IC287607,4,2,2,datumUitDienst
IC293798,4,2,2,datumUitDienst
RQ490110,4,2,1,datumUitDienst
RZ174253,4,2,2,medewerkerCode
RS644691,4,2,1,datumUitDienst
UA008583,4,2,1,datumUitDienst
RW826407,4,2,1,datumUitDienst
RY418232,4,2,1,datumUitDienst
IC175396,4,2,1,medewerkerNaam
RP289340,4,2,1,datumUitDienst
RS351026,4,2,1,datumUitDienst
RY990145,4,3,1,datumUitDienst
RY653670,4,2,1,medewerkerNaam
RX789096,4,2,1,medewerkerNaam
RY835181,4,2,2,medewerkerNaam
IC215286,4,2,2,datumUitDienst
IC109205,4,2,1,medewerkerNaam
RX481322,4,3,2,datumUitDienst
IC178405,4,2,1,medewerkerNaam
RQ474489,4,2,2,datumUitDienst
RQ644565,4,2,2,medewerkerNaam
RX813772,4,2,1,medewerkerNaam
IC267684,4,2,2,medewerkerNaam
RP137108,4,2,1,datumUitDienst
UA007669,4,2,1,medewerkerCode
IC286840,4,2,2,medewerkerNaam
IC217924,4,3,1,datumUitDienst
RO1021558,4,2,2,datumUitDienst
IC221878,4,2,2,medewerkerCode
IC272622,4,2,1,datumUitDienst
UA000341,4,2,1,datumUitDienst
RY938153,4,3,1,datumUitDienst
RP160369,4,2,1,datumUitDienst
IC250902,4,2,1,datumUitDienst
IC263320,4,2,2,medewerkerNaam
RT457584,4,2,1,datumUitDienst
RY539019,4,2,1,medewerkerCode
RX290525,4,2,1,medewerkerNaam
RP731940,4,2,1,medewerkerNaam
RX421435,4,2,2,medewerkerNaam
RW659385,4,2,2,medewerkerNaam
RY367406,4,2,2,medewerkerNaam
UA004730,4,2,1,medewerkerCode
RY478416,4,2,2,medewerkerNaam
RY526399,4,2,1,medewerkerCode
IC216459,4,2,1,medewerkerCode
IC129287,4,2,1,medewerkerNaam
RY665520,4,2,2,datumUitDienst
IC216246,4,1,2,medewerkerCode
RP926367,4,2,1,datumUitDienst
RX871822,4,2,1,medewerkerCode
RZ315773,4,2,1,datumUitDienst
RY538325,4,2,1,datumUitDienst
RY820723,4,2,1,datumUitDienst
UA007299,4,2,1,datumUitDienst
IC204142,4,2,1,medewerkerCode
RZ141111,4,2,1,datumUitDienst
RO1019627,4,2,1,datumUitDienst
RX635608,4,2,1,medewerkerNaam
IC239292,4,2,2,datumUitDienst
RV415986,4,2,2,medewerkerNaam
RZ133820,4,2,2,datumUitDienst
IC246870,4,3,1,datumUitDienst
RQ515988,4,2,1,medewerkerNaam
RQ487319,4,2,1,medewerkerNaam
RY1006264,4,2,1,datumUitDienst
RW790477,4,3,1,datumUitDienst
RU125806,4,3,2,medewerkerNaam
RZ181514,4,2,2,datumUitDienst
RQ491058,4,2,1,medewerkerNaam
RQ468751,4,3,1,datumUitDienst
IC270257,4,2,1,medewerkerCode
RV338500,4,2,1,medewerkerNaam
IC207190,4,2,2,medewerkerNaam
RO707200,4,2,2,datumUitDienst
RX187328,4,2,1,afdelingCode
RY459854,4,2,1,datumUitDienst
RY476361,4,2,1,medewerkerNaam
IC276315,4,2,1,datumUitDienst
RT336877,4,2,1,medewerkerNaam
RQ520462,4,2,1,medewerkerNaam
RZ289327,4,2,1,datumUitDienst
IC285320,4,2,1,medewerkerCode
UA004089,4,2,2,medewerkerNaam
RZ211516,4,2,1,datumUitDienst
RQ118629,4,2,1,datumUitDienst
RY967936,4,2,2,datumUitDienst
RO138161,4,2,1,medewerkerNaam
RQ917528,4,2,1,medewerkerNaam
IC289854,4,2,2,medewerkerCode
RQ778764,4,2,1,datumUitDienst
RZ256946,4,2,2,datumUitDienst
RQ470273,4,2,1,medewerkerNaam
IC191321,4,2,1,medewerkerNaam
RP547732,4,2,1,datumUitDienst
RQ566777,4,2,1,datumUitDienst
RS820875,4,2,1,medewerkerNaam
IC242901,4,2,1,datumUitDienst
RX273678,4,2,1,datumUitDienst
RX506641,4,2,1,medewerkerCode
RZ352644,4,2,1,datumUitDienst
IC287730,4,2,1,datumUitDienst
RP120188,4,1,2,medewerkerNaam
RY109864,4,2,2,medewerkerNaam
UA007358,4,3,2,datumUitDienst
RY741701,4,2,1,medewerkerNaam
IC294944,4,2,1,datumUitDienst
RY758268,4,2,1,medewerkerNaam
RX246486,4,2,1,datumUitDienst
RV893551,4,2,2,medewerkerNaam
RP131575,4,2,2,medewerkerNaam
RW777402,4,2,1,medewerkerNaam
RZ187031,4,2,1,medewerkerNaam
IC112224,4,2,2,datumUitDienst
IC246577,4,2,2,datumUitDienst
RX555045,4,2,2,medewerkerCode
RY896529,4,2,1,medewerkerNaam
RY418941,4,2,2,datumUitDienst
RY893914,4,2,1,medewerkerNaam
RP416107,4,2,1,datumUitDienst
RV450503,4,3,1,datumUitDienst
RY527441,4,2,1,datumUitDienst
UA006478,4,2,1,medewerkerCode
RX295580,4,2,2,datumUitDienst
RQ484411,4,2,1,medewerkerNaam
RY953347,4,2,1,medewerkerNaam
IC236123,4,2,2,medewerkerCode
RZ286049,4,2,1,medewerkerNaam
IC244449,4,2,1,datumUitDienst
RX776985,4,2,1,datumUitDienst
RY994068,4,2,2,datumUitDienst
RV637301,4,2,1,datumUitDienst
RP307564,4,2,1,medewerkerNaam
IC273416,4,3,2,datumUitDienst
RX634692,4,2,1,medewerkerNaam
RZ138908,4,2,1,datumUitDienst
IC122329,4,2,2,medewerkerNaam
IC287294,4,2,1,medewerkerCode
RX253403,4,2,2,medewerkerCode
RY1010441,4,2,1,datumUitDienst
RY940159,4,2,1,medewerkerNaam
IC204028,4,2,1,medewerkerCode
IC297234,4,2,1,datumUitDienst
RV344523,4,2,1,datumUitDienst
RV742167,4,2,2,datumUitDienst
RY751617,4,2,1,medewerkerCode
RX324604,4,2,1,datumUitDienst
RX764378,4,2,2,medewerkerNaam
RO947750,4,2,1,datumUitDienst
IC217831,4,2,2,medewerkerCode
RV129938,4,2,2,datumUitDienst
RZ275546,4,2,1,datumUitDienst
IC168619,4,2,1,datumUitDienst
IC114957,4,2,1,medewerkerNaam
RX417295,4,2,1,datumUitDienst
RO215259,4,2,2,medewerkerNaam
RW968798,4,2,2,medewerkerNaam
IC248437,4,2,1,datumUitDienst
RY1010843,4,2,1,medewerkerCode
RY944177,4,2,1,medewerkerNaam
RO125195,4,2,1,medewerkerNaam
RX679890,4,2,1,datumUitDienst
RX474916,4,2,1,datumUitDienst
IC141792,4,2,2,datumUitDienst
RY232043,4,2,1,datumUitDienst
RX764396,4,2,1,medewerkerNaam
RZ146188,4,2,2,datumUitDienst
IC252853,4,2,2,medewerkerCode
RX810218,4,2,1,datumUitDienst
RZ314486,4,2,1,medewerkerNaam
RU584115,4,3,1,datumUitDienst
RY643181,4,2,1,medewerkerNaam
RU699691,4,2,2,medewerkerNaam
IC192494,4,1,2,medewerkerCode
RV575972,4,2,1,datumUitDienst
RT378589,4,2,1,medewerkerNaam
RZ248416,4,2,1,medewerkerNaam
RT443990,4,2,2,datumUitDienst
RX915459,4,2,1,datumUitDienst
RY705514,4,2,2,datumUitDienst
UA000254,4,2,1,datumUitDienst
RY734508,4,2,1,medewerkerNaam
RO311080,4,2,1,medewerkerNaam
RZ266675,4,2,1,medewerkerCode
RQ115858,4,3,2,datumUitDienst
IC192352,4,3,2,datumUitDienst
RU124830,4,2,1,datumUitDienst
IC294845,4,2,2,datumUitDienst
RY182481,4,2,1,datumUitDienst
RP783161,4,2,1,datumUitDienst
RQ360674,4,2,1,datumUitDienst
RX488572,4,2,1,medewerkerNaam
RX815182,4,2,1,medewerkerNaam
RO626597,4,2,2,medewerkerNaam
IC167134,4,2,1,datumUitDienst
RP149569,4,2,1,medewerkerNaam
IC295995,4,3,1,datumUitDienst
RX408672,4,2,2,medewerkerNaam
IC280147,4,3,1,datumUitDienst
RX357117,4,2,1,datumUitDienst
IC203507,4,2,2,medewerkerCode
RY943595,4,2,2,datumUitDienst
RX790930,4,2,1,datumUitDienst
RY405238,4,2,1,medewerkerNaam
RO328440,4,2,1,datumUitDienst
RP528345,4,2,1,datumUitDienst
RY894873,4,2,1,datumUitDienst
IC237262,4,2,1,datumUitDienst
RS834130,4,2,1,medewerkerNaam
RY686294,4,2,1,medewerkerNaam
RO337158,4,2,1,datumUitDienst
RV625751,4,2,1,datumUitDienst
RX764327,4,2,1,datumUitDienst
RU125913,4,2,1,datumUitDienst
IC257468,4,2,1,datumUitDienst
RX588223,4,2,1,medewerkerNaam
RX502615,4,2,1,medewerkerCode
RZ288098,4,2,1,datumUitDienst
RY956141,4,2,1,datumUitDienst
RO475630,4,2,1,datumUitDienst
RY655376,4,2,1,datumUitDienst
RW886161,4,3,2,datumUitDienst
RY691830,4,2,1,datumUitDienst
RO126644,4,2,2,medewerkerCode
RP663934,4,2,1,medewerkerNaam
IC220462,4,2,1,medewerkerCode
UA000546,4,2,2,datumUitDienst
RY584954,4,3,2,datumUitDienst
RX936566,4,2,2,medewerkerNaam
RY671379,4,2,1,datumUitDienst
RO992457,4,2,1,medewerkerNaam
RY421632,4,2,1,medewerkerNaam
RO142032,4,2,2,datumUitDienst
IC285456,4,2,1,medewerkerNaam
RV854430,4,2,1,medewerkerNaam
RW858447,4,2,1,medewerkerNaam
RY988130,4,2,1,medewerkerNaam
RX537362,4,2,2,datumUitDienst
RZ185496,4,2,1,datumUitDienst
IC217201,4,2,1,medewerkerNaam
RQ516291,4,2,1,medewerkerNaam
RW783587,4,2,1,datumUitDienst
RX775997,4,2,1,datumUitDienst
RY705170,4,2,1,medewerkerCode
IC245035,4,2,2,datumUitDienst
IC201692,4,2,1,datumUitDienst
IC290467,4,2,2,medewerkerCode
RV403919,4,2,1,medewerkerNaam
RY750634,4,2,2,medewerkerNaam
RO367724,4,2,2,datumUitDienst
RO338155,4,2,1,datumUitDienst
IC112574,4,2,1,medewerkerCode
