user_id,total_sort_actions,different_fields_used,different_combinations_used,days_active_sorting,most_used_field,preferred_direction
RO522735,14,1,1,1,ingangsDatum,DESC
RZ137929,14,2,3,4,ingangsDatum,DESC
RY539302,14,1,1,1,ingangsDatum,DESC
RQ867674,14,1,2,3,documentDateModified,ASC
RY823344,14,1,1,1,ingangsDatum,DESC
RZ274471,14,1,1,2,ingangsDatum,DESC
RY815113,14,1,1,4,documentDateModified,DESC
RU690422,14,1,1,3,ingangsDatum,DESC
RP208170,14,1,1,1,ingangsDatum,DESC
RY834167,14,1,1,2,ingangsDatum,DESC
RO523696,14,1,1,2,ingangsDatum,ASC
RO688257,14,2,3,3,documentDateModified,DESC
RZ319644,14,1,1,2,ingangsDatum,DESC
RY956523,13,1,1,1,ingangsDatum,DESC
RW1006770,13,1,1,3,ingangsDatum,DESC
RT991389,13,1,1,2,ingangsDatum,DESC
RZ249183,13,1,1,1,ingangsDatum,DESC
RX767994,13,1,1,3,ingangsDatum,DESC
RY661958,13,1,1,3,ingangsDatum,DESC
IC175246,13,1,1,1,ingangsDatum,DESC
RY633137,13,1,1,3,documentDateModified,DESC
RP616364,13,1,1,3,documentDateModified,DESC
RO614707,13,1,1,1,ingangsDatum,DESC
RX230138,13,1,1,2,ingangsDatum,DESC
RY963808,13,1,1,3,ingangsDatum,DESC
RY909972,13,1,1,2,ingangsDatum,DESC
RW623208,13,1,1,1,ingangsDatum,DESC
RY475250,13,1,1,5,documentDateModified,DESC
RZ274454,13,1,1,3,ingangsDatum,DESC
IC290467,13,1,1,4,ingangsDatum,DESC
RX295434,13,1,1,2,documentDateModified,DESC
RS873454,13,1,1,1,ingangsDatum,DESC
RQ522110,13,1,1,2,ingangsDatum,DESC
IC267837,13,1,1,3,ingangsDatum,DESC
RV805794,13,1,1,4,ingangsDatum,DESC
RY867829,13,1,1,3,ingangsDatum,DESC
RV421002,13,1,1,2,ingangsDatum,DESC
RX766306,13,1,1,1,ingangsDatum,DESC
RS985281,13,1,1,1,ingangsDatum,DESC
RY906004,13,1,1,1,ingangsDatum,DESC
RX600278,13,1,1,1,ingangsDatum,DESC
IC209142,13,1,1,1,ingangsDatum,DESC
RY236870,13,1,1,2,ingangsDatum,DESC
RO984300,13,1,1,1,documentAnnotated,ASC
RP149569,13,1,1,3,ingangsDatum,DESC
RX295429,13,1,1,1,ingangsDatum,DESC
RY701648,13,1,1,1,ingangsDatum,DESC
RP816319,13,1,1,1,ingangsDatum,DESC
RY244566,13,1,1,1,ingangsDatum,DESC
RW559119,13,1,1,4,ingangsDatum,DESC
RW963326,13,1,1,2,ingangsDatum,DESC
RZ258047,13,1,1,3,ingangsDatum,DESC
RX541705,13,1,1,2,ingangsDatum,DESC
RZ185453,13,1,1,3,documentDateModified,DESC
RQ489954,13,1,1,1,ingangsDatum,DESC
RT328458,13,1,1,1,ingangsDatum,DESC
IC120249,13,4,5,3,vrij3,ASC
UA011777,13,1,1,1,ingangsDatum,DESC
RX830387,13,1,1,3,ingangsDatum,DESC
IC291014,13,1,1,2,ingangsDatum,DESC
RO337298,13,1,1,2,ingangsDatum,DESC
RP783440,13,1,1,2,ingangsDatum,DESC
IC246870,13,1,1,4,documentDateModified,DESC
RZ215880,13,1,1,1,ingangsDatum,DESC
RX302265,13,1,1,1,ingangsDatum,DESC
IC294700,13,1,1,3,ingangsDatum,DESC
RU126719,13,1,1,5,ingangsDatum,DESC
IC122327,13,1,1,1,ingangsDatum,DESC
RQ490190,13,1,1,1,ingangsDatum,DESC
RP339453,13,1,1,3,ingangsDatum,DESC
RY798383,13,1,1,3,documentDateModified,DESC
RT997758,13,1,1,1,ingangsDatum,DESC
RQ492028,13,1,1,3,ingangsDatum,DESC
RX492586,13,1,1,1,ingangsDatum,DESC
RW789976,13,1,1,2,ingangsDatum,DESC
RX170884,13,1,1,2,documentDateModified,DESC
RP131287,13,1,2,3,ingangsDatum,DESC
RX635956,13,1,1,3,ingangsDatum,DESC
RZ141053,13,1,1,4,ingangsDatum,DESC
RY1008581,13,1,1,4,ingangsDatum,DESC
IC210769,13,2,2,4,documentOmschrijving,DESC
RZ324295,13,1,1,1,ingangsDatum,DESC
RO730035,13,1,1,2,ingangsDatum,DESC
RZ218609,13,1,1,1,ingangsDatum,DESC
RZ245007,13,1,1,2,ingangsDatum,DESC
RY931593,13,1,1,4,ingangsDatum,DESC
RY416830,13,1,1,2,ingangsDatum,DESC
RO519232,13,1,1,4,ingangsDatum,DESC
RW206680,13,1,1,3,ingangsDatum,ASC
RO426577,13,1,1,1,ingangsDatum,DESC
RT450717,13,1,2,2,ingangsDatum,ASC
RQ937430,13,1,1,1,ingangsDatum,DESC
RY671797,13,1,1,3,ingangsDatum,DESC
RW219866,13,1,1,3,ingangsDatum,DESC
RV950933,13,1,1,1,ingangsDatum,DESC
IC259625,13,1,1,1,documentDateModified,DESC
RY941001,13,1,1,1,geldigheidsdatum,ASC
UA005919,13,1,1,1,ingangsDatum,DESC
IC197458,13,1,1,2,ingangsDatum,DESC
RY474636,13,1,1,3,documentDispositionDate,ASC
RU698337,13,1,1,6,ingangsDatum,DESC
UA008029,13,1,1,3,ingangsDatum,DESC
RQ529241,13,1,1,1,ingangsDatum,DESC
RY474538,13,1,1,2,ingangsDatum,DESC
RY194110,13,1,1,2,ingangsDatum,DESC
RZ274836,13,1,1,4,ingangsDatum,DESC
RY531518,13,1,1,2,ingangsDatum,DESC
RW906257,13,1,1,3,ingangsDatum,DESC
RY943499,13,1,1,1,ingangsDatum,DESC
RY236929,13,1,1,3,ingangsDatum,DESC
RQ345507,13,1,1,3,ingangsDatum,DESC
RY632917,13,1,1,1,documentOmschrijving,ASC
RX294895,13,1,1,3,ingangsDatum,DESC
RZ266464,13,1,1,1,ingangsDatum,DESC
RX780891,13,2,2,2,ingangsDatum,DESC
RX346402,13,1,1,1,ingangsDatum,DESC
RY829946,13,1,1,2,ingangsDatum,DESC
RZ284284,13,1,1,1,ingangsDatum,DESC
RY900882,13,1,1,1,ingangsDatum,DESC
RY584195,13,1,1,2,ingangsDatum,DESC
RY594752,13,1,1,3,ingangsDatum,DESC
IC210125,12,1,1,4,documentDateModified,DESC
RZ251172,12,1,1,2,ingangsDatum,DESC
RY542929,12,1,1,2,ingangsDatum,DESC
RY753606,12,1,1,1,ingangsDatum,DESC
IC244349,12,1,1,3,ingangsDatum,ASC
RY577352,12,1,1,4,ingangsDatum,DESC
IC238973,12,1,1,3,documentOmschrijving,ASC
RQ492371,12,1,1,1,ingangsDatum,DESC
RQ460595,12,1,1,2,ingangsDatum,DESC
RS489157,12,2,2,2,ingangsDatum,DESC
RW524690,12,1,1,1,ingangsDatum,DESC
RO463032,12,1,1,4,documentAnnotated,DESC
IC104446,12,1,1,2,ingangsDatum,DESC
RZ307596,12,2,2,1,ingangsDatum,DESC
RS424902,12,1,1,1,ingangsDatum,DESC
IC254671,12,1,1,1,ingangsDatum,DESC
IC284576,12,1,1,1,documentOmschrijving,ASC
RQ513317,12,1,1,1,ingangsDatum,DESC
RY620179,12,1,1,2,ingangsDatum,DESC
RY502250,12,1,1,1,ingangsDatum,DESC
RO338155,12,1,1,2,ingangsDatum,DESC
RT188116,12,1,1,3,documentDateModified,DESC
RW885639,12,1,1,1,ingangsDatum,DESC
RO662650,12,1,1,5,ingangsDatum,DESC
IC204060,12,1,1,3,ingangsDatum,DESC
RX866874,12,1,1,1,ingangsDatum,DESC
RQ531161,12,1,1,1,ingangsDatum,DESC
RX824548,12,1,1,4,ingangsDatum,DESC
RY866789,12,1,1,2,ingangsDatum,DESC
RY624892,12,1,1,1,ingangsDatum,DESC
RT378535,12,1,1,1,ingangsDatum,DESC
IC208321,12,1,2,1,ingangsDatum,DESC
RY108875,12,1,1,1,ingangsDatum,DESC
RS669710,12,1,1,1,ingangsDatum,DESC
RZ336780,12,1,1,1,ingangsDatum,DESC
RZ142091,12,1,1,1,ingangsDatum,DESC
RX264499,12,1,1,6,ingangsDatum,DESC
RY997237,12,1,1,3,ingangsDatum,DESC
IC239829,12,1,1,4,ingangsDatum,DESC
IC192006,12,2,3,2,ingangsDatum,DESC
RX940632,12,1,1,2,documentDispositionDate,DESC
RY539019,12,1,1,4,ingangsDatum,DESC
RY962643,12,1,1,2,ingangsDatum,DESC
RO1029973,12,1,1,2,ingangsDatum,DESC
RV526084,12,1,1,5,ingangsDatum,DESC
RP667760,12,1,1,3,ingangsDatum,DESC
RP120227,12,1,1,1,ingangsDatum,DESC
RQ456941,12,1,1,1,ingangsDatum,DESC
RY539567,12,1,1,1,documentOmschrijving,ASC
RW644271,12,2,2,1,documentOmschrijving,ASC
RX507835,12,1,1,1,ingangsDatum,DESC
RZ214132,12,1,1,2,ingangsDatum,DESC
RY968271,12,1,1,3,ingangsDatum,DESC
IC237398,12,1,1,1,ingangsDatum,DESC
RZ259608,12,1,1,2,ingangsDatum,DESC
RY619601,12,1,1,3,ingangsDatum,DESC
RO928306,12,1,1,1,ingangsDatum,DESC
RY967844,12,1,1,1,ingangsDatum,DESC
RU107301,12,1,1,1,ingangsDatum,DESC
RW131932,12,1,1,1,ingangsDatum,DESC
RQ480662,12,1,1,1,ingangsDatum,DESC
RZ256825,12,1,1,3,ingangsDatum,DESC
RW968253,12,1,1,2,ingangsDatum,DESC
RO732052,12,1,1,1,ingangsDatum,DESC
RO858180,12,1,1,3,ingangsDatum,DESC
IC287694,12,1,1,5,documentAnnotated,DESC
RQ121201,12,1,1,2,ingangsDatum,DESC
RY342778,12,1,1,1,ingangsDatum,DESC
RY478392,12,3,4,2,ingangsDatum,ASC
IC295518,12,1,1,3,ingangsDatum,DESC
RZ180728,12,3,4,3,ingangsDatum,DESC
RY680180,12,1,1,1,ingangsDatum,DESC
IC251433,12,1,1,5,ingangsDatum,DESC
RW663039,12,1,1,6,ingangsDatum,DESC
RX610723,12,1,1,3,ingangsDatum,DESC
BP107197,12,1,2,2,ingangsDatum,DESC
RY527623,12,1,1,1,ingangsDatum,DESC
RX252445,12,1,1,2,ingangsDatum,DESC
RY938150,12,1,1,2,ingangsDatum,DESC
IC129446,12,1,1,3,documentDateModified,DESC
RV477230,12,1,1,1,ingangsDatum,DESC
RW972445,12,1,1,4,ingangsDatum,DESC
RZ187001,12,1,1,4,ingangsDatum,DESC
RX679747,12,1,1,3,ingangsDatum,DESC
RQ492511,12,1,1,2,ingangsDatum,DESC
RQ117166,12,1,1,2,ingangsDatum,DESC
IC280982,12,2,3,2,ingangsDatum,DESC
RY747950,12,1,1,2,ingangsDatum,DESC
RZ272335,12,1,1,3,ingangsDatum,DESC
RY245123,12,1,1,1,ingangsDatum,DESC
RY992570,12,1,1,1,ingangsDatum,DESC
RY936271,12,2,2,4,ingangsDatum,DESC
RZ291202,12,1,1,2,ingangsDatum,DESC
IC219318,12,1,1,1,ingangsDatum,DESC
IC294390,12,1,1,2,ingangsDatum,DESC
IC110310,12,3,4,3,ingangsDatum,DESC
RY628987,12,1,1,1,ingangsDatum,DESC
UA010265,12,1,1,1,ingangsDatum,DESC
RY139335,12,1,1,4,ingangsDatum,DESC
RO397487,12,1,1,4,ingangsDatum,DESC
RX551108,12,1,1,1,ingangsDatum,DESC
RX820031,12,1,1,4,ingangsDatum,DESC
RY1009117,12,1,1,1,ingangsDatum,DESC
RU122143,12,1,1,3,ingangsDatum,DESC
RY101524,11,1,1,1,ingangsDatum,DESC
RZ180805,11,1,1,1,ingangsDatum,DESC
RY984792,11,1,1,3,ingangsDatum,DESC
IC261680,11,1,1,3,ingangsDatum,DESC
RY655376,11,1,1,3,ingangsDatum,DESC
RY1003200,11,1,1,1,ingangsDatum,DESC
IC258466,11,1,1,3,ingangsDatum,DESC
RX185400,11,1,1,1,documentOmschrijving,DESC
RQ508519,11,1,1,1,ingangsDatum,DESC
RQ470273,11,1,1,3,ingangsDatum,DESC
RQ118416,11,1,1,3,ingangsDatum,DESC
RY966049,11,1,1,3,ingangsDatum,DESC
IC283569,11,1,1,2,ingangsDatum,DESC
RW496622,11,1,1,1,ingangsDatum,DESC
RZ168567,11,1,1,3,ingangsDatum,DESC
RP120200,11,1,1,4,ingangsDatum,DESC
RQ946142,11,1,1,1,ingangsDatum,DESC
RV575972,11,1,1,3,ingangsDatum,DESC
RY359401,11,1,1,1,ingangsDatum,DESC
RQ420594,11,1,1,2,ingangsDatum,DESC
RZ138580,11,1,1,1,ingangsDatum,DESC
IC270257,11,1,1,3,ingangsDatum,DESC
RY542218,11,1,1,2,documentOmschrijving,ASC
RY582486,11,1,1,2,documentDateModified,ASC
RY955434,11,1,1,1,ingangsDatum,DESC
RX349699,11,1,1,1,ingangsDatum,DESC
RQ702213,11,1,1,1,ingangsDatum,DESC
RZ315205,11,1,2,2,ingangsDatum,DESC
RX329557,11,1,1,1,ingangsDatum,DESC
IC236017,11,3,5,1,documentDateModified,ASC
RQ267001,11,1,1,1,ingangsDatum,ASC
RP193647,11,1,1,1,ingangsDatum,DESC
RQ565817,11,1,1,1,ingangsDatum,DESC
RY826203,11,1,1,1,ingangsDatum,DESC
RZ218308,11,1,1,2,ingangsDatum,DESC
RP820300,11,1,1,2,ingangsDatum,DESC
RY900981,11,1,1,1,ingangsDatum,DESC
RX448072,11,1,1,3,ingangsDatum,DESC
IC201692,11,1,1,4,ingangsDatum,DESC
RX550117,11,1,1,1,ingangsDatum,DESC
RX526226,11,2,4,3,ingangsDatum,DESC
RQ491540,11,1,1,1,ingangsDatum,DESC
RZ325506,11,1,1,3,ingangsDatum,DESC
RX766787,11,1,1,3,ingangsDatum,DESC
RY635477,11,1,1,1,ingangsDatum,DESC
IC244455,11,1,1,1,documentDateModified,DESC
RO463014,11,1,1,1,ingangsDatum,DESC
RW170674,11,1,1,2,ingangsDatum,DESC
RQ517146,11,1,1,1,documentDateModified,DESC
IC143112,11,1,1,2,ingangsDatum,DESC
RO673316,11,1,1,3,ingangsDatum,DESC
RX815111,11,1,2,3,ingangsDatum,DESC
RV580684,11,1,1,2,documentDispositionDate,ASC
RX817250,11,1,1,3,ingangsDatum,DESC
RY952001,11,1,1,2,ingangsDatum,DESC
IC201001,11,3,5,2,dienstverbandNummer,DESC
IC214132,11,1,1,2,ingangsDatum,DESC
IC295239,11,1,1,1,ingangsDatum,DESC
RQ746238,11,1,1,2,documentAnnotated,ASC
RY286482,11,1,1,1,ingangsDatum,DESC
RQ508514,11,1,1,2,ingangsDatum,DESC
RV638157,11,1,1,2,ingangsDatum,DESC
RU123299,11,1,1,1,ingangsDatum,DESC
RY192453,11,1,1,4,ingangsDatum,DESC
RY967849,11,1,1,1,ingangsDatum,DESC
RQ492924,11,1,1,1,ingangsDatum,DESC
RZ246248,11,1,1,3,ingangsDatum,DESC
UA006575,11,1,1,4,ingangsDatum,DESC
RW974397,11,1,1,2,ingangsDatum,DESC
RQ745227,11,1,1,2,ingangsDatum,DESC
UA007299,11,1,1,4,ingangsDatum,DESC
RY496883,11,1,1,1,ingangsDatum,DESC
RQ706096,11,1,1,2,ingangsDatum,DESC
RY955830,11,1,1,1,ingangsDatum,DESC
RZ287472,11,1,1,2,ingangsDatum,DESC
RO732299,11,1,1,2,documentDateModified,DESC
RQ491588,11,1,1,1,ingangsDatum,DESC
RU124806,11,1,1,2,ingangsDatum,DESC
RY1007248,11,1,1,1,ingangsDatum,DESC
IC290871,11,1,1,2,bijzonder,ASC
RO696716,11,1,2,1,ingangsDatum,ASC
RO336002,11,1,1,1,ingangsDatum,DESC
RX243365,11,3,4,2,documentDateModified,DESC
RY991834,11,1,1,1,ingangsDatum,DESC
RZ207705,11,1,1,4,documentDateModified,DESC
RV562615,11,1,1,1,ingangsDatum,DESC
IC217964,11,1,1,3,ingangsDatum,DESC
RY442779,11,1,1,3,ingangsDatum,DESC
RO990384,11,1,1,1,ingangsDatum,DESC
RY688464,11,1,1,1,ingangsDatum,DESC
RY324070,11,1,1,2,ingangsDatum,DESC
IC287589,11,3,5,3,documentDateModified,ASC
RY155897,11,1,1,4,ingangsDatum,DESC
RZ327191,11,1,1,2,ingangsDatum,DESC
RX927865,11,1,1,2,ingangsDatum,DESC
IC198298,11,1,1,1,ingangsDatum,DESC
RY689522,11,1,1,3,ingangsDatum,DESC
RY678565,11,1,1,1,ingangsDatum,DESC
RY950644,11,1,1,1,ingangsDatum,DESC
RX910374,11,1,1,1,ingangsDatum,DESC
RY300211,11,1,1,1,ingangsDatum,DESC
RY824192,11,1,1,1,ingangsDatum,DESC
RY683024,11,1,1,3,ingangsDatum,DESC
RY961492,11,2,4,1,documentDateModified,DESC
RY618242,11,1,1,1,ingangsDatum,DESC
RX869839,11,1,1,1,ingangsDatum,DESC
IC199787,11,1,1,3,ingangsDatum,DESC
RY1009398,11,1,1,3,ingangsDatum,DESC
IC106786,11,2,3,3,ingangsDatum,DESC
RY871868,11,1,1,2,ingangsDatum,DESC
IC295920,11,1,2,4,ingangsDatum,DESC
RZ326135,11,1,1,1,ingangsDatum,DESC
RY818359,11,1,1,1,documentDateModified,ASC
RZ207351,11,1,1,1,ingangsDatum,DESC
RX555811,11,1,1,4,ingangsDatum,DESC
RT948258,11,1,1,2,ingangsDatum,DESC
RQ257926,11,1,1,1,ingangsDatum,DESC
RY450017,11,1,1,1,ingangsDatum,DESC
RW927005,11,1,1,5,ingangsDatum,DESC
RY866579,11,1,1,4,ingangsDatum,DESC
RS509667,10,1,1,1,ingangsDatum,DESC
IC263715,10,1,1,4,documentDateModified,DESC
IC235023,10,1,1,3,ingangsDatum,DESC
RY991702,10,1,1,3,ingangsDatum,DESC
RY550470,10,1,1,1,ingangsDatum,DESC
IC107995,10,2,3,1,ingangsDatum,DESC
IC230439,10,1,1,1,ingangsDatum,DESC
IC167694,10,3,4,2,ingangsDatum,DESC
RX634430,10,1,1,3,ingangsDatum,DESC
RU659329,10,1,1,1,ingangsDatum,DESC
IC244189,10,2,2,5,ingangsDatum,DESC
IC202504,10,1,1,4,ingangsDatum,DESC
RX720875,10,1,1,1,ingangsDatum,DESC
RW172867,10,1,1,2,ingangsDatum,DESC
UA010228,10,1,1,1,ingangsDatum,DESC
RV357013,10,1,1,1,ingangsDatum,DESC
RX290308,10,1,1,1,ingangsDatum,DESC
RO216843,10,1,1,3,ingangsDatum,DESC
RZ187031,10,1,1,2,ingangsDatum,DESC
RU123187,10,1,1,2,ingangsDatum,DESC
RZ212096,10,1,1,1,ingangsDatum,DESC
UA007358,10,1,1,1,ingangsDatum,DESC
RQ493499,10,1,1,1,ingangsDatum,DESC
RY743312,10,1,1,1,ingangsDatum,DESC
RY998713,10,1,1,2,documentAnnotated,ASC
RY990744,10,1,1,2,ingangsDatum,DESC
RW570866,10,1,1,2,documentDateModified,DESC
RW104696,10,1,1,1,ingangsDatum,DESC
RV789298,10,2,4,4,ingangsDatum,ASC
RZ210602,10,1,1,1,ingangsDatum,DESC
RY953088,10,2,3,1,documentOmschrijving,ASC
RZ319579,10,1,1,2,ingangsDatum,DESC
RX295666,10,1,1,1,documentDateModified,DESC
RO594714,10,1,1,1,ingangsDatum,DESC
RU316888,10,1,2,2,ingangsDatum,ASC
RZ176093,10,1,1,2,documentOmschrijving,DESC
RZ314497,10,1,1,2,ingangsDatum,DESC
RX456787,10,1,1,1,ingangsDatum,DESC
RO866366,10,1,1,1,ingangsDatum,DESC
RP441586,10,1,1,1,ingangsDatum,DESC
RP663934,10,1,1,3,ingangsDatum,DESC
RZ349765,10,1,2,2,ingangsDatum,DESC
RZ278051,10,1,1,1,documentOmschrijving,ASC
RY1006211,10,1,1,2,ingangsDatum,DESC
RQ493780,10,1,1,1,documentOmschrijving,ASC
RY700667,10,2,3,3,ingangsDatum,DESC
RP416107,10,1,1,5,ingangsDatum,DESC
RP882015,10,1,1,2,ingangsDatum,DESC
IC254728,10,1,1,3,documentDateModified,DESC
RP440319,10,1,1,1,ingangsDatum,ASC
IC246873,10,1,1,3,ingangsDatum,DESC
UA001729,10,1,1,3,documentDateModified,DESC
RO1019758,10,1,1,3,ingangsDatum,DESC
RT974376,10,1,1,2,ingangsDatum,DESC
RX818771,10,1,1,1,ingangsDatum,DESC
RO868946,10,1,1,5,ingangsDatum,DESC
RY416834,10,1,1,2,ingangsDatum,DESC
RO939471,10,1,1,2,ingangsDatum,DESC
RZ175454,10,1,1,3,ingangsDatum,DESC
RY285818,10,1,1,2,vrij1,ASC
RY906717,10,1,1,1,ingangsDatum,DESC
RZ316673,10,1,1,1,ingangsDatum,DESC
RY984791,10,1,1,4,ingangsDatum,DESC
RZ318458,10,1,1,2,ingangsDatum,DESC
RS972134,10,1,1,1,ingangsDatum,DESC
RX538974,10,1,1,1,ingangsDatum,DESC
RT127311,10,1,1,3,ingangsDatum,DESC
RY584480,10,1,1,1,afdeling,ASC
UA000666,10,1,1,3,ingangsDatum,DESC
IC211299,10,2,3,5,ingangsDatum,DESC
IC269371,10,1,1,1,ingangsDatum,DESC
RX591271,10,1,1,1,ingangsDatum,DESC
RY906057,10,1,1,1,ingangsDatum,DESC
RQ778764,10,1,1,1,ingangsDatum,DESC
RO216958,10,1,1,1,documentDispositionDate,DESC
RU743273,10,1,1,1,ingangsDatum,DESC
RX635608,10,1,1,2,ingangsDatum,DESC
RX300483,10,1,1,2,ingangsDatum,DESC
RQ456455,10,1,1,1,ingangsDatum,DESC
RZ214033,10,1,1,1,ingangsDatum,DESC
RO706228,10,1,1,1,ingangsDatum,DESC
RU375532,10,1,1,1,ingangsDatum,DESC
RW774792,10,2,4,1,documentDateModified,ASC
RZ101908,10,1,1,1,ingangsDatum,DESC
RY907631,10,1,1,1,ingangsDatum,DESC
RY943581,10,1,1,1,ingangsDatum,DESC
RO991489,10,1,1,2,ingangsDatum,DESC
IC141792,10,4,6,2,medewerkerCode,DESC
RO686797,10,1,1,4,ingangsDatum,DESC
RY866784,10,2,3,2,ingangsDatum,DESC
RY619602,10,1,1,1,ingangsDatum,DESC
RZ299807,10,1,1,1,ingangsDatum,DESC
RZ244694,10,1,1,1,ingangsDatum,DESC
RP315636,10,1,1,1,ingangsDatum,DESC
RS457518,10,1,1,3,ingangsDatum,DESC
RQ489306,10,1,1,2,documentOmschrijving,ASC
IC286187,10,1,1,2,ingangsDatum,DESC
RX295133,10,1,1,3,ingangsDatum,DESC
RV645373,10,1,1,2,ingangsDatum,DESC
RY967622,10,1,1,1,ingangsDatum,DESC
RQ901788,10,1,1,3,ingangsDatum,DESC
RO944848,10,1,1,2,ingangsDatum,ASC
RY999261,10,1,1,1,ingangsDatum,DESC
RY689539,10,1,1,1,documentDateModified,DESC
RY906080,10,1,1,2,ingangsDatum,DESC
RO172466,10,1,1,4,ingangsDatum,ASC
UA008976,10,1,1,1,ingangsDatum,DESC
RV464747,10,1,1,2,ingangsDatum,DESC
IC177840,10,1,1,2,geldigheidsdatum,ASC
IC238502,10,1,1,1,documentOmschrijving,ASC
RY544009,10,1,1,1,ingangsDatum,DESC
RQ520512,10,1,1,1,ingangsDatum,DESC
RQ519462,10,1,1,2,ingangsDatum,DESC
RQ143992,10,1,1,3,ingangsDatum,ASC
RY822920,10,1,1,1,ingangsDatum,DESC
RY629083,10,1,1,4,ingangsDatum,DESC
RZ315423,10,1,1,2,ingangsDatum,DESC
RY619994,10,1,1,1,ingangsDatum,DESC
IC201021,10,1,1,3,ingangsDatum,DESC
RO681110,10,1,1,3,ingangsDatum,DESC
RO940589,10,1,1,2,documentOmschrijving,DESC
RX621665,10,1,1,1,ingangsDatum,ASC
RO738275,10,1,1,2,ingangsDatum,DESC
RO991109,10,1,1,3,documentAnnotated,ASC
IC294426,10,1,1,2,ingangsDatum,DESC
RZ137794,10,1,1,2,ingangsDatum,DESC
RY935056,10,1,1,2,ingangsDatum,DESC
RQ513928,10,1,1,1,ingangsDatum,DESC
RZ326872,10,1,1,1,ingangsDatum,DESC
RZ269183,10,1,1,1,ingangsDatum,DESC
RZ246448,10,1,1,1,ingangsDatum,DESC
RX281169,10,1,1,3,ingangsDatum,DESC
RZ174297,10,1,1,3,ingangsDatum,DESC
RY991301,10,1,1,4,ingangsDatum,DESC
RY675587,10,3,3,4,ingangsDatum,DESC
RY954779,10,1,1,2,ingangsDatum,DESC
RV413419,10,1,1,2,ingangsDatum,DESC
RP397284,10,1,1,3,ingangsDatum,DESC
IC281668,9,1,1,3,ingangsDatum,DESC
RW766116,9,3,4,3,documentDateModified,DESC
RS823841,9,1,1,1,ingangsDatum,DESC
RV320727,9,1,2,1,ingangsDatum,DESC
RY656630,9,1,1,4,ingangsDatum,DESC
RY942241,9,1,1,1,ingangsDatum,DESC
RZ339055,9,1,2,2,ingangsDatum,DESC
RW967270,9,1,1,1,ingangsDatum,DESC
IC240111,9,1,1,3,ingangsDatum,DESC
RY204316,9,1,1,2,ingangsDatum,DESC
UA007344,9,1,1,3,ingangsDatum,DESC
RX816260,9,1,1,3,ingangsDatum,DESC
RX248529,9,1,1,1,ingangsDatum,DESC
RZ172949,9,1,2,4,ingangsDatum,DESC
RZ307620,9,1,1,2,ingangsDatum,DESC
RU743619,9,1,1,1,ingangsDatum,DESC
RO598165,9,1,1,1,ingangsDatum,DESC
RS301319,9,1,1,1,ingangsDatum,DESC
RS432887,9,1,1,3,ingangsDatum,DESC
RQ583669,9,1,1,2,ingangsDatum,DESC
RU340519,9,1,1,1,ingangsDatum,DESC
IC256860,9,1,1,4,ingangsDatum,DESC
RO138022,9,1,1,1,ingangsDatum,DESC
RO426584,9,1,1,1,ingangsDatum,DESC
RY621822,9,1,1,4,documentDateModified,DESC
RT128978,9,1,1,3,documentDateModified,DESC
RP482964,9,1,1,2,documentOmschrijving,ASC
RO219483,9,1,1,2,ingangsDatum,DESC
RQ531090,9,1,1,1,ingangsDatum,DESC
RP385698,9,1,1,2,ingangsDatum,ASC
RX827159,9,1,1,1,ingangsDatum,DESC
RX480101,9,1,1,3,documentOmschrijving,ASC
UA009608,9,1,1,5,ingangsDatum,DESC
RO629081,9,1,1,1,ingangsDatum,DESC
RZ275052,9,1,1,3,documentDateModified,DESC
RQ511912,9,1,1,1,ingangsDatum,DESC
RX329682,9,1,1,1,documentOmschrijving,ASC
RV648271,9,1,1,1,ingangsDatum,DESC
RX721048,9,1,1,1,ingangsDatum,DESC
RZ147146,9,1,1,1,ingangsDatum,DESC
RZ313770,9,1,1,1,ingangsDatum,DESC
IC287009,9,1,1,3,ingangsDatum,DESC
RY956092,9,2,4,1,documentDateModified,DESC
RU123885,9,1,1,2,documentDateModified,DESC
RU267220,9,1,1,1,ingangsDatum,DESC
RW906518,9,1,1,2,ingangsDatum,DESC
RX916576,9,1,1,1,ingangsDatum,DESC
RY202869,9,1,2,1,documentDateModified,DESC
RS821478,9,1,1,2,documentDateModified,DESC
RY951589,9,1,1,1,ingangsDatum,ASC
RV327578,9,1,1,2,documentAnnotated,ASC
RT953468,9,1,1,1,geldigheidsdatum,ASC
RS975884,9,1,1,1,ingangsDatum,DESC
RO367766,9,1,1,1,ingangsDatum,DESC
RZ216512,9,1,1,2,ingangsDatum,DESC
RY1008518,9,1,1,1,ingangsDatum,DESC
UA000302,9,1,1,1,ingangsDatum,DESC
UA009427,9,1,1,2,ingangsDatum,DESC
RY193734,9,1,1,1,ingangsDatum,DESC
RY653522,9,1,1,1,ingangsDatum,DESC
RX878770,9,1,1,1,ingangsDatum,DESC
RY856572,9,1,1,1,ingangsDatum,DESC
RQ471216,9,1,1,1,ingangsDatum,DESC
IC217707,9,1,1,1,ingangsDatum,DESC
RQ521081,9,1,1,1,ingangsDatum,DESC
RV589544,9,1,1,1,ingangsDatum,DESC
IC226662,9,1,2,2,documentDateModified,DESC
IC159590,9,1,1,4,ingangsDatum,DESC
IC260601,9,1,1,2,ingangsDatum,DESC
IC216246,9,1,1,3,ingangsDatum,DESC
