user_id,total_sort_actions,different_fields_used,different_combinations_used,days_active_sorting,most_used_field,preferred_direction
RX931273,2,1,1,1,ingangsDatum,DESC
RY1001353,2,1,1,2,ingangsDatum,DESC
RO967642,2,1,1,1,ingangsDatum,DESC
RY910506,2,1,1,1,ingangsDatum,DESC
RY824525,2,1,1,1,ingangsDatum,DESC
RY105063,2,1,1,1,ingangsDatum,DESC
RY538455,2,1,1,1,ingangsDatum,DESC
RS394637,2,1,1,1,ingangsDatum,DESC
RZ171728,2,1,1,1,ingangsDatum,DESC
RV912906,2,1,1,1,documentDateModified,DESC
RX881975,2,1,1,1,ingangsDatum,DESC
RW777405,2,1,1,1,ingangsDatum,DESC
RP340527,2,1,1,2,documentDateModified,DESC
RY554243,2,1,1,1,ingangsDatum,DESC
RX608133,2,1,1,2,ingangsDatum,DESC
RP358975,2,1,2,1,ingangsDatum,ASC
RQ541347,2,1,1,1,ingangsDatum,DESC
RV620932,2,1,1,1,ingangsDatum,DESC
IC174359,2,1,1,1,ingangsDatum,DESC
IC152137,2,1,1,1,ingangsDatum,DESC
RY938229,2,1,1,1,ingangsDatum,DESC
UA006198,2,1,1,1,ingangsDatum,DESC
RY631819,2,1,1,1,ingangsDatum,DESC
RY243032,2,2,2,2,documentOmschrijving,ASC
RW767625,2,1,1,1,ingangsDatum,DESC
IC283880,2,1,1,2,ingangsDatum,DESC
RZ277031,2,1,1,1,ingangsDatum,DESC
RP671673,2,1,1,1,ingangsDatum,DESC
RY625991,2,1,1,1,ingangsDatum,ASC
RY651664,2,1,1,1,documentDateModified,DESC
IC218589,2,1,1,1,ingangsDatum,DESC
RQ298676,2,1,1,1,ingangsDatum,DESC
UA004329,2,1,2,1,ingangsDatum,DESC
RX824676,2,1,1,1,ingangsDatum,DESC
IC113383,2,1,1,2,ingangsDatum,DESC
RO707914,2,1,1,1,ingangsDatum,DESC
RQ514982,2,1,1,1,ingangsDatum,DESC
RV856332,2,1,1,1,documentDateModified,DESC
RS477437,2,1,1,1,ingangsDatum,DESC
RW103610,2,1,1,1,ingangsDatum,DESC
RX436207,2,1,1,1,ingangsDatum,DESC
RQ533028,2,1,1,1,ingangsDatum,DESC
RY851471,2,1,1,1,ingangsDatum,DESC
IC253790,2,1,1,1,ingangsDatum,DESC
RV495008,2,1,1,1,ingangsDatum,DESC
RX516934,2,1,1,1,ingangsDatum,DESC
RW766425,2,1,1,1,ingangsDatum,DESC
RZ288520,2,1,1,2,ingangsDatum,DESC
RY938555,2,1,1,1,ingangsDatum,DESC
RY289269,2,1,2,1,ingangsDatum,DESC
IC296698,2,1,1,1,documentDateModified,DESC
RQ519086,2,1,1,1,ingangsDatum,DESC
RX329681,2,1,1,1,ingangsDatum,DESC
RY962646,2,1,1,1,ingangsDatum,DESC
RZ141121,2,1,1,1,ingangsDatum,DESC
RX813774,2,1,1,2,ingangsDatum,DESC
RO392781,2,1,1,1,ingangsDatum,DESC
RQ492494,2,1,1,2,ingangsDatum,DESC
RY645229,2,1,1,1,ingangsDatum,DESC
IC127516,2,1,1,1,ingangsDatum,DESC
RO730324,2,1,1,1,ingangsDatum,DESC
RX839176,2,1,1,2,ingangsDatum,DESC
RV779914,2,1,1,1,ingangsDatum,DESC
RX596157,2,1,1,1,ingangsDatum,DESC
RY788578,2,1,1,1,documentDateModified,DESC
RY989920,2,1,1,1,ingangsDatum,DESC
RZ149462,2,1,1,1,ingangsDatum,DESC
RY587899,2,1,1,1,ingangsDatum,DESC
RX596312,2,1,1,1,ingangsDatum,DESC
RO523530,2,1,1,1,ingangsDatum,DESC
RY991781,2,1,1,1,ingangsDatum,DESC
UA010115,2,1,1,1,ingangsDatum,DESC
RY966343,2,1,1,1,ingangsDatum,DESC
RY747962,2,1,1,2,documentDateModified,DESC
RO947092,2,1,1,1,ingangsDatum,DESC
UA003187,2,1,1,1,ingangsDatum,DESC
RY418969,2,1,1,1,ingangsDatum,DESC
RY627443,2,1,1,1,ingangsDatum,DESC
RT489963,2,1,1,1,ingangsDatum,DESC
RW953140,2,1,1,1,ingangsDatum,DESC
RV837818,2,1,1,2,ingangsDatum,DESC
RY538936,2,1,1,1,ingangsDatum,DESC
RQ516789,2,1,1,1,ingangsDatum,DESC
RX333515,2,1,1,2,ingangsDatum,DESC
RZ320088,2,1,1,1,ingangsDatum,DESC
RO348018,2,1,1,1,ingangsDatum,DESC
RS645097,2,1,1,1,ingangsDatum,DESC
RZ175574,2,1,1,1,documentDateModified,DESC
RP785921,2,1,1,2,ingangsDatum,DESC
RX232929,2,1,1,1,ingangsDatum,DESC
RQ474900,2,1,1,1,ingangsDatum,DESC
RX240465,2,1,1,1,ingangsDatum,DESC
RX220684,2,1,1,1,ingangsDatum,DESC
RY869068,2,1,1,2,ingangsDatum,DESC
RO591985,2,1,1,1,ingangsDatum,DESC
IC279982,2,1,1,1,ingangsDatum,DESC
RO517058,2,1,1,1,ingangsDatum,DESC
RY284563,2,1,1,1,ingangsDatum,DESC
RQ522202,2,1,2,1,ingangsDatum,DESC
RV644499,2,1,1,1,ingangsDatum,DESC
RY743551,2,1,1,1,ingangsDatum,DESC
RQ546823,2,1,1,1,ingangsDatum,DESC
RT1020127,2,1,1,1,ingangsDatum,DESC
RV814725,2,1,1,1,ingangsDatum,ASC
RY527299,2,1,1,1,ingangsDatum,DESC
RW767610,2,1,1,1,ingangsDatum,DESC
RX790219,2,1,1,1,ingangsDatum,DESC
RS990233,2,1,1,1,ingangsDatum,DESC
RS635831,2,1,1,1,documentDateModified,DESC
IC141917,2,1,1,1,ingangsDatum,DESC
RY533927,2,2,2,1,vertrouwelijk,ASC
RY730979,2,1,1,1,ingangsDatum,DESC
RX418224,2,1,1,1,ingangsDatum,DESC
RO104256,2,1,1,2,documentOmschrijving,ASC
RY1008513,2,1,1,2,ingangsDatum,DESC
RT411157,2,1,1,1,ingangsDatum,DESC
RP774495,2,1,1,2,ingangsDatum,DESC
IC266924,2,1,1,1,ingangsDatum,DESC
RY584726,2,1,1,2,documentDateModified,DESC
RY658632,2,1,1,2,ingangsDatum,DESC
RW790477,2,1,1,1,dienstverbandNummer,DESC
RY738790,2,1,1,1,ingangsDatum,DESC
RP767805,2,1,1,1,ingangsDatum,DESC
RY526289,2,1,1,2,ingangsDatum,DESC
RS257106,2,1,1,1,ingangsDatum,DESC
RP119375,2,1,1,1,ingangsDatum,DESC
RQ516498,2,1,1,1,ingangsDatum,DESC
UA000509,2,1,1,1,ingangsDatum,DESC
IC208329,2,1,1,1,ingangsDatum,DESC
RP142462,2,1,1,1,documentDispositionDate,DESC
RY660383,2,1,1,1,ingangsDatum,DESC
UA004385,2,1,1,1,ingangsDatum,DESC
RZ259607,2,1,1,1,ingangsDatum,DESC
RQ521519,2,1,2,1,documentDateModified,DESC
RV524960,2,1,1,1,ingangsDatum,DESC
IC150801,2,1,1,1,ingangsDatum,DESC
RZ353528,2,1,2,1,ingangsDatum,ASC
BP106822,2,1,2,1,ingangsDatum,DESC
RX586195,2,1,1,1,ingangsDatum,DESC
RQ411322,2,1,1,1,ingangsDatum,DESC
RX817588,2,1,1,1,ingangsDatum,DESC
RZ262922,2,1,1,1,ingangsDatum,DESC
RX614158,2,1,1,1,ingangsDatum,DESC
RP314250,2,1,1,1,ingangsDatum,DESC
RY402376,2,1,1,1,documentDateModified,DESC
RX537362,2,1,1,2,ingangsDatum,DESC
RQ522448,2,1,1,1,documentAnnotated,DESC
RO731258,2,1,1,1,ingangsDatum,DESC
RY440085,2,1,1,1,ingangsDatum,DESC
RZ265787,2,1,1,1,ingangsDatum,DESC
RV593869,2,1,1,1,ingangsDatum,DESC
RS722470,2,1,1,2,ingangsDatum,DESC
RY647146,2,1,1,1,documentOmschrijving,ASC
RY944401,2,1,1,1,ingangsDatum,DESC
RX699816,2,1,1,1,ingangsDatum,DESC
RT187242,2,1,1,1,ingangsDatum,ASC
RP834852,2,1,1,1,ingangsDatum,DESC
RZ133738,2,1,1,1,ingangsDatum,DESC
RY822599,2,1,1,1,ingangsDatum,DESC
RX360703,2,1,1,1,ingangsDatum,DESC
RQ423463,2,1,1,1,ingangsDatum,DESC
RO580711,2,1,1,1,ingangsDatum,DESC
RO215573,2,1,1,2,ingangsDatum,DESC
RZ287779,2,1,1,2,ingangsDatum,DESC
RY940328,2,1,1,2,ingangsDatum,DESC
IC137270,2,1,2,1,ingangsDatum,DESC
RY101517,2,1,1,1,ingangsDatum,DESC
RZ322096,2,1,1,1,ingangsDatum,DESC
RY419696,2,1,1,1,ingangsDatum,DESC
RY479633,2,1,1,1,ingangsDatum,DESC
IC288999,2,1,1,1,ingangsDatum,DESC
RY233461,2,1,1,1,ingangsDatum,DESC
RQ374066,2,1,1,1,documentDispositionDate,ASC
RY870771,2,1,2,1,ingangsDatum,ASC
RV741822,2,1,1,1,ingangsDatum,DESC
RW104469,2,1,1,2,ingangsDatum,DESC
RW766207,2,1,1,2,ingangsDatum,DESC
RP398484,2,1,1,1,ingangsDatum,DESC
RO397288,2,1,1,1,ingangsDatum,DESC
RQ460876,2,1,1,1,ingangsDatum,DESC
RQ469428,2,1,1,1,ingangsDatum,DESC
RT389919,2,1,1,1,ingangsDatum,DESC
RP426377,2,1,1,1,documentDateModified,DESC
RO475630,2,1,1,1,ingangsDatum,DESC
RQ518707,2,1,1,1,documentDateModified,DESC
RY105969,2,1,1,2,ingangsDatum,DESC
RQ739510,2,1,1,1,ingangsDatum,DESC
RO440864,2,1,1,1,ingangsDatum,DESC
RW104527,2,1,1,2,documentDateModified,ASC
RY651804,2,2,2,1,jobDateSubmitted,DESC
IC212489,2,1,1,1,ingangsDatum,DESC
RP782843,2,1,1,1,documentAnnotated,ASC
RW659385,2,1,1,1,ingangsDatum,DESC
RO475393,2,1,1,1,ingangsDatum,DESC
RQ522757,2,1,1,1,ingangsDatum,DESC
RY201617,2,1,1,1,ingangsDatum,DESC
RW610437,2,1,1,1,ingangsDatum,DESC
RV780603,2,1,1,1,ingangsDatum,DESC
RZ213935,2,1,1,1,ingangsDatum,DESC
RV666030,2,1,2,1,documentDateModified,ASC
RX323167,2,1,1,1,ingangsDatum,DESC
IC266925,2,1,1,1,ingangsDatum,DESC
RX391582,2,1,1,1,ingangsDatum,DESC
RU334036,2,1,1,2,ingangsDatum,DESC
IC250086,2,1,1,1,medewerkerNaam,ASC
RY913448,2,1,1,1,ingangsDatum,DESC
RZ134756,2,1,1,1,ingangsDatum,DESC
RY406296,2,1,1,1,ingangsDatum,DESC
RW104112,2,1,1,1,ingangsDatum,DESC
RX393186,2,1,1,2,ingangsDatum,DESC
RS437969,2,1,1,2,ingangsDatum,DESC
RY140403,2,1,1,1,documentDispositionDate,ASC
RO729580,2,1,1,2,ingangsDatum,DESC
RY991456,2,1,1,1,ingangsDatum,DESC
RX489153,2,1,1,1,ingangsDatum,DESC
RP288794,2,1,1,1,medewerkerCode,ASC
RY831296,2,1,1,2,documentDateModified,DESC
RX547709,2,1,1,1,ingangsDatum,DESC
RX149115,2,1,1,1,ingangsDatum,DESC
RY510155,2,1,1,1,ingangsDatum,DESC
RP161377,2,1,1,1,documentDateModified,DESC
RX350846,2,1,1,1,ingangsDatum,DESC
RY994764,2,1,1,1,ingangsDatum,DESC
RY376088,2,1,1,2,ingangsDatum,DESC
IC226661,2,1,1,1,documentDateModified,DESC
RZ215585,2,1,1,1,ingangsDatum,DESC
RX611751,2,1,1,2,ingangsDatum,DESC
RO871294,2,1,1,1,ingangsDatum,DESC
RW760851,2,1,1,2,documentDateModified,DESC
RO654456,2,1,1,1,ingangsDatum,DESC
RS704033,2,1,1,1,ingangsDatum,DESC
RV445618,2,1,1,1,ingangsDatum,DESC
RX824527,2,1,1,1,ingangsDatum,DESC
RU650260,2,1,1,1,ingangsDatum,DESC
RZ278551,2,1,1,1,ingangsDatum,DESC
RZ204607,2,1,1,1,ingangsDatum,DESC
RY505335,2,1,1,1,ingangsDatum,DESC
RZ351548,2,1,1,1,ingangsDatum,DESC
RT948422,2,1,2,1,ingangsDatum,DESC
RV823962,2,1,1,2,ingangsDatum,DESC
RZ284232,2,1,1,1,ingangsDatum,DESC
RV823448,2,1,1,1,documentDispositionDate,ASC
RY998829,2,1,1,2,ingangsDatum,DESC
RV767919,2,1,1,1,ingangsDatum,DESC
RY494158,2,1,1,1,ingangsDatum,DESC
RY135353,2,1,1,1,ingangsDatum,DESC
RX392336,2,1,1,1,ingangsDatum,DESC
RT156855,2,1,1,1,ingangsDatum,DESC
IC249091,2,1,1,1,documentOmschrijving,DESC
RX380097,2,1,1,1,ingangsDatum,DESC
RO177298,2,1,1,1,ingangsDatum,DESC
RY651764,2,1,1,2,documentDateModified,DESC
IC204733,2,1,1,1,ingangsDatum,DESC
IC289903,2,1,1,1,ingangsDatum,DESC
RO690951,2,1,1,1,ingangsDatum,DESC
RY304152,2,1,1,1,ingangsDatum,DESC
RQ489928,2,1,1,1,ingangsDatum,DESC
RW540707,2,1,1,1,ingangsDatum,DESC
RV385842,2,1,1,1,ingangsDatum,DESC
RY111099,2,1,1,2,ingangsDatum,DESC
RY728000,2,1,1,1,ingangsDatum,DESC
UA009182,2,1,1,1,documentDateModified,DESC
RZ218881,2,1,1,1,ingangsDatum,DESC
RY891110,2,1,1,1,ingangsDatum,DESC
RQ557472,2,1,1,1,ingangsDatum,DESC
RO598147,2,1,1,1,ingangsDatum,DESC
RQ479194,2,1,1,1,ingangsDatum,DESC
RY542414,2,1,1,1,ingangsDatum,DESC
RO731294,2,1,1,1,ingangsDatum,DESC
RW552725,2,1,1,1,ingangsDatum,DESC
RZ178956,2,1,1,1,ingangsDatum,DESC
UA000583,2,1,2,1,ingangsDatum,ASC
RY420166,2,1,1,2,ingangsDatum,DESC
RX312441,2,1,2,1,ingangsDatum,ASC
RY1002703,2,1,2,1,ingangsDatum,ASC
RZ177682,2,1,1,2,ingangsDatum,DESC
RY600705,2,1,1,1,ingangsDatum,DESC
RS336476,2,1,1,1,documentDispositionDate,ASC
RW910317,2,1,1,1,ingangsDatum,ASC
UA004923,2,1,1,2,ingangsDatum,DESC
RY954816,2,1,1,1,ingangsDatum,DESC
RY371650,2,1,1,1,ingangsDatum,DESC
RO708155,2,1,1,1,ingangsDatum,DESC
RY241374,2,1,1,2,documentAnnotated,DESC
RZ315145,2,1,1,1,ingangsDatum,DESC
RQ516680,2,1,1,1,ingangsDatum,DESC
RO810521,2,1,1,1,ingangsDatum,DESC
RY632951,2,1,1,1,ingangsDatum,DESC
RT1025705,2,1,2,1,ingangsDatum,DESC
RX471333,2,1,1,1,ingangsDatum,DESC
RP415711,2,1,1,1,afdeling,ASC
RT115276,2,1,1,1,ingangsDatum,DESC
RY906672,2,1,1,1,ingangsDatum,DESC
RO604767,2,1,1,1,ingangsDatum,DESC
RZ269349,2,1,1,1,ingangsDatum,DESC
RQ458473,2,1,1,2,ingangsDatum,DESC
RS509320,2,1,1,2,ingangsDatum,DESC
RV924568,2,1,1,1,ingangsDatum,DESC
RW752126,2,1,1,1,ingangsDatum,DESC
RS846997,2,1,1,1,ingangsDatum,DESC
RX826424,2,1,1,2,ingangsDatum,DESC
RQ531887,2,1,1,1,ingangsDatum,DESC
RY493491,2,1,1,1,ingangsDatum,DESC
RY984786,2,1,1,2,ingangsDatum,DESC
RX810968,2,1,1,1,dienstverbandNummer,ASC
RW447889,2,1,1,1,ingangsDatum,DESC
RZ305971,2,1,1,1,ingangsDatum,DESC
RS189462,2,1,1,2,ingangsDatum,DESC
RY509834,2,1,1,2,ingangsDatum,DESC
IC197736,2,1,1,2,ingangsDatum,DESC
RZ176113,2,1,1,1,ingangsDatum,DESC
RX215808,2,1,1,1,ingangsDatum,DESC
RX596974,2,1,1,1,ingangsDatum,DESC
RX140820,1,1,1,1,ingangsDatum,ASC
IC102276,1,1,1,1,documentDateModified,DESC
RY505899,1,1,1,1,ingangsDatum,DESC
RX840470,1,1,1,1,ingangsDatum,DESC
IC125943,1,1,1,1,documentOmschrijving,ASC
RQ135021,1,1,1,1,ingangsDatum,DESC
RW781707,1,1,1,1,ingangsDatum,DESC
RX539067,1,1,1,1,ingangsDatum,DESC
RZ171534,1,1,1,1,ingangsDatum,DESC
IC160892,1,1,1,1,documentOmschrijving,ASC
RV776229,1,1,1,1,ingangsDatum,DESC
RO864677,1,1,1,1,ingangsDatum,DESC
RQ747044,1,1,1,1,documentOmschrijving,ASC
RO685688,1,1,1,1,ingangsDatum,DESC
RY704765,1,1,1,1,ingangsDatum,DESC
RQ916755,1,1,1,1,ingangsDatum,DESC
IC231298,1,1,1,1,ingangsDatum,DESC
IC278252,1,1,1,1,ingangsDatum,DESC
RP274575,1,1,1,1,ingangsDatum,DESC
RZ264487,1,1,1,1,ingangsDatum,DESC
RX961708,1,1,1,1,ingangsDatum,DESC
RS645182,1,1,1,1,jobDateSubmitted,DESC
UA009042,1,1,1,1,ingangsDatum,DESC
RY909962,1,1,1,1,ingangsDatum,DESC
RV337825,1,1,1,1,ingangsDatum,DESC
RY441080,1,1,1,1,ingangsDatum,DESC
RO706343,1,1,1,1,ingangsDatum,DESC
RT432092,1,1,1,1,ingangsDatum,DESC
RT340914,1,1,1,1,ingangsDatum,DESC
IC141603,1,1,1,1,ingangsDatum,DESC
RQ387886,1,1,1,1,ingangsDatum,DESC
RO686060,1,1,1,1,ingangsDatum,ASC
IC144823,1,1,1,1,ingangsDatum,DESC
RY871634,1,1,1,1,ingangsDatum,DESC
RX556049,1,1,1,1,ingangsDatum,DESC
RY476361,1,1,1,1,ingangsDatum,DESC
RX170081,1,1,1,1,ingangsDatum,DESC
RP212376,1,1,1,1,ingangsDatum,DESC
RQ493461,1,1,1,1,ingangsDatum,DESC
RY104348,1,1,1,1,ingangsDatum,DESC
RP530667,1,1,1,1,ingangsDatum,DESC
RT418074,1,1,1,1,ingangsDatum,DESC
RY329205,1,1,1,1,ingangsDatum,DESC
BP106287,1,1,1,1,ingangsDatum,DESC
RZ319556,1,1,1,1,ingangsDatum,DESC
RY862451,1,1,1,1,afdeling,ASC
RY963734,1,1,1,1,ingangsDatum,DESC
IC216930,1,1,1,1,ingangsDatum,DESC
IC284993,1,1,1,1,ingangsDatum,DESC
RO828857,1,1,1,1,ingangsDatum,DESC
RW206679,1,1,1,1,ingangsDatum,DESC
RU204730,1,1,1,1,documentDateModified,DESC
RY992521,1,1,1,1,ingangsDatum,DESC
RY663338,1,1,1,1,ingangsDatum,DESC
RY966503,1,1,1,1,ingangsDatum,DESC
RY442419,1,1,1,1,ingangsDatum,DESC
RY274823,1,1,1,1,ingangsDatum,DESC
RO336823,1,1,1,1,documentDateModified,DESC
RZ285225,1,1,1,1,ingangsDatum,DESC
RX255707,1,1,1,1,ingangsDatum,DESC
RX641274,1,1,1,1,ingangsDatum,DESC
RP385289,1,1,1,1,documentDateModified,DESC
RQ488764,1,1,1,1,ingangsDatum,DESC
RQ717037,1,1,1,1,ingangsDatum,DESC
RZ205604,1,1,1,1,ingangsDatum,DESC
RX203181,1,1,1,1,ingangsDatum,DESC
RV490726,1,1,1,1,ingangsDatum,DESC
RX233053,1,1,1,1,ingangsDatum,DESC
RZ256849,1,1,1,1,ingangsDatum,DESC
RZ350041,1,1,1,1,ingangsDatum,DESC
RO310924,1,1,1,1,ingangsDatum,DESC
RZ283167,1,1,1,1,ingangsDatum,DESC
RW484807,1,1,1,1,ingangsDatum,DESC
RU581520,1,1,1,1,documentDateModified,DESC
RT320015,1,1,1,1,ingangsDatum,DESC
RQ891824,1,1,1,1,ingangsDatum,DESC
IC244158,1,1,1,1,documentOmschrijving,DESC
RP774840,1,1,1,1,ingangsDatum,DESC
RQ511522,1,1,1,1,ingangsDatum,DESC
RQ491058,1,1,1,1,ingangsDatum,DESC
RY644034,1,1,1,1,ingangsDatum,DESC
RO138220,1,1,1,1,ingangsDatum,DESC
RO981342,1,1,1,1,ingangsDatum,DESC
RW540348,1,1,1,1,ingangsDatum,DESC
RX636323,1,1,1,1,ingangsDatum,DESC
IC253798,1,1,1,1,ingangsDatum,DESC
RW542471,1,1,1,1,ingangsDatum,DESC
RY895363,1,1,1,1,ingangsDatum,DESC
RU689346,1,1,1,1,ingangsDatum,DESC
RP366348,1,1,1,1,ingangsDatum,DESC
RY943006,1,1,1,1,ingangsDatum,DESC
IC245919,1,1,1,1,ingangsDatum,DESC
RZ225283,1,1,1,1,ingangsDatum,DESC
RQ671999,1,1,1,1,ingangsDatum,DESC
RZ224715,1,1,1,1,ingangsDatum,DESC
RT188241,1,1,1,1,documentDateModified,DESC
RZ252262,1,1,1,1,ingangsDatum,DESC
RY503492,1,1,1,1,ingangsDatum,DESC
RQ361493,1,1,1,1,documentOmschrijving,ASC
RY643181,1,1,1,1,ingangsDatum,DESC
RY590401,1,1,1,1,ingangsDatum,DESC
RT1000143,1,1,1,1,ingangsDatum,DESC
RQ118228,1,1,1,1,ingangsDatum,DESC
RO303096,1,1,1,1,ingangsDatum,DESC
RY900510,1,1,1,1,documentAnnotated,DESC
RY632962,1,1,1,1,ingangsDatum,DESC
RX809874,1,1,1,1,ingangsDatum,DESC
RY406490,1,1,1,1,ingangsDatum,DESC
RY936316,1,1,1,1,ingangsDatum,DESC
RY450507,1,1,1,1,ingangsDatum,DESC
RX878736,1,1,1,1,ingangsDatum,DESC
RO435348,1,1,1,1,ingangsDatum,DESC
RX329568,1,1,1,1,ingangsDatum,DESC
RZ322044,1,1,1,1,ingangsDatum,DESC
RO708335,1,1,1,1,ingangsDatum,DESC
RS635423,1,1,1,1,ingangsDatum,DESC
RP282981,1,1,1,1,ingangsDatum,DESC
RQ491356,1,1,1,1,ingangsDatum,DESC
RZ264811,1,1,1,1,ingangsDatum,DESC
RZ268667,1,1,1,1,ingangsDatum,DESC
RY644022,1,1,1,1,ingangsDatum,DESC
RO681126,1,1,1,1,ingangsDatum,DESC
RX788436,1,1,1,1,ingangsDatum,DESC
RP823115,1,1,1,1,ingangsDatum,DESC
RW482151,1,1,1,1,ingangsDatum,DESC
RY1002442,1,1,1,1,ingangsDatum,DESC
RY871800,1,1,1,1,ingangsDatum,DESC
RU122713,1,1,1,1,documentAnnotated,DESC
RY141651,1,1,1,1,ingangsDatum,DESC
RY100278,1,1,1,1,ingangsDatum,DESC
RX245765,1,1,1,1,ingangsDatum,DESC
RW143212,1,1,1,1,ingangsDatum,DESC
IC218046,1,1,1,1,ingangsDatum,ASC
RX940662,1,1,1,1,ingangsDatum,DESC
RP339719,1,1,1,1,ingangsDatum,DESC
RQ457064,1,1,1,1,ingangsDatum,DESC
RO1029641,1,1,1,1,ingangsDatum,ASC
RY654591,1,1,1,1,ingangsDatum,DESC
RY901575,1,1,1,1,ingangsDatum,DESC
RP772880,1,1,1,1,ingangsDatum,DESC
RT932044,1,1,1,1,ingangsDatum,DESC
UA009085,1,1,1,1,ingangsDatum,DESC
RP475078,1,1,1,1,ingangsDatum,DESC
RQ642770,1,1,1,1,ingangsDatum,DESC
RS714485,1,1,1,1,ingangsDatum,DESC
RY962493,1,1,1,1,ingangsDatum,DESC
RQ520456,1,1,1,1,ingangsDatum,DESC
RZ109875,1,1,1,1,ingangsDatum,DESC
RO584487,1,1,1,1,ingangsDatum,DESC
RY285028,1,1,1,1,ingangsDatum,DESC
RY500119,1,1,1,1,ingangsDatum,DESC
RY676653,1,1,1,1,ingangsDatum,DESC
RS637905,1,1,1,1,ingangsDatum,DESC
IC232064,1,1,1,1,ingangsDatum,DESC
RO213277,1,1,1,1,ingangsDatum,ASC
RX329688,1,1,1,1,documentDateModified,DESC
RX585605,1,1,1,1,ingangsDatum,DESC
RX762130,1,1,1,1,ingangsDatum,DESC
UA009630,1,1,1,1,ingangsDatum,DESC
RZ215567,1,1,1,1,ingangsDatum,DESC
RT102128,1,1,1,1,documentDateModified,DESC
RY753061,1,1,1,1,ingangsDatum,DESC
RZ179598,1,1,1,1,ingangsDatum,DESC
RY229423,1,1,1,1,ingangsDatum,DESC
RW697505,1,1,1,1,ingangsDatum,DESC
RY508833,1,1,1,1,ingangsDatum,DESC
RY757272,1,1,1,1,ingangsDatum,DESC
RP782779,1,1,1,1,ingangsDatum,DESC
RY421632,1,1,1,1,ingangsDatum,DESC
RX874647,1,1,1,1,ingangsDatum,DESC
RY940275,1,1,1,1,ingangsDatum,DESC
RS784920,1,1,1,1,ingangsDatum,DESC
IC216459,1,1,1,1,documentDateModified,DESC
RX256259,1,1,1,1,ingangsDatum,DESC
RX364024,1,1,1,1,ingangsDatum,DESC
RY814619,1,1,1,1,ingangsDatum,DESC
RO982015,1,1,1,1,ingangsDatum,DESC
RT967519,1,1,1,1,ingangsDatum,DESC
RP774307,1,1,1,1,ingangsDatum,DESC
RP215145,1,1,1,1,ingangsDatum,DESC
RX219027,1,1,1,1,ingangsDatum,DESC
RY1003089,1,1,1,1,ingangsDatum,DESC
RT1031967,1,1,1,1,ingangsDatum,DESC
RY442235,1,1,1,1,ingangsDatum,DESC
RX424505,1,1,1,1,ingangsDatum,DESC
RY148505,1,1,1,1,ingangsDatum,DESC
RQ518881,1,1,1,1,ingangsDatum,DESC
RX381947,1,1,1,1,ingangsDatum,DESC
RZ246823,1,1,1,1,ingangsDatum,DESC
RU364704,1,1,1,1,ingangsDatum,DESC
RY741708,1,1,1,1,ingangsDatum,DESC
IC258860,1,1,1,1,ingangsDatum,DESC
RQ373861,1,1,1,1,ingangsDatum,DESC
RX550609,1,1,1,1,ingangsDatum,DESC
RP155571,1,1,1,1,ingangsDatum,DESC
RX468623,1,1,1,1,ingangsDatum,DESC
RV902210,1,1,1,1,ingangsDatum,DESC
RX607757,1,1,1,1,ingangsDatum,DESC
RV129743,1,1,1,1,ingangsDatum,DESC
RV580411,1,1,1,1,ingangsDatum,DESC
RY208194,1,1,1,1,ingangsDatum,DESC
RY324002,1,1,1,1,ingangsDatum,DESC
RO940169,1,1,1,1,ingangsDatum,DESC
RY782479,1,1,1,1,ingangsDatum,DESC
RY533611,1,1,1,1,ingangsDatum,DESC
RS783783,1,1,1,1,ingangsDatum,DESC
RY112370,1,1,1,1,ingangsDatum,DESC
RX697484,1,1,1,1,ingangsDatum,DESC
RY943250,1,1,1,1,ingangsDatum,DESC
RX396826,1,1,1,1,ingangsDatum,DESC
RY416762,1,1,1,1,ingangsDatum,DESC
IC149008,1,1,1,1,documentDateModified,DESC
RU125029,1,1,1,1,ingangsDatum,DESC
RW779173,1,1,1,1,ingangsDatum,DESC
RU339283,1,1,1,1,ingangsDatum,DESC
RO650132,1,1,1,1,ingangsDatum,DESC
RY661924,1,1,1,1,ingangsDatum,DESC
RO686839,1,1,1,1,ingangsDatum,DESC
IC277233,1,1,1,1,ingangsDatum,DESC
RO945150,1,1,1,1,ingangsDatum,DESC
RW935856,1,1,1,1,ingangsDatum,DESC
RV924824,1,1,1,1,ingangsDatum,DESC
RW650218,1,1,1,1,ingangsDatum,DESC
UA002779,1,1,1,1,ingangsDatum,DESC
RY274589,1,1,1,1,ingangsDatum,DESC
RQ278449,1,1,1,1,ingangsDatum,DESC
RY270564,1,1,1,1,ingangsDatum,DESC
RW202343,1,1,1,1,ingangsDatum,DESC
RX236906,1,1,1,1,ingangsDatum,DESC
RS710640,1,1,1,1,ingangsDatum,DESC
RY758268,1,1,1,1,ingangsDatum,DESC
RY708618,1,1,1,1,ingangsDatum,DESC
RO948171,1,1,1,1,ingangsDatum,DESC
RW582830,1,1,1,1,ingangsDatum,DESC
RX809906,1,1,1,1,ingangsDatum,DESC
RS437968,1,1,1,1,ingangsDatum,DESC
RZ261702,1,1,1,1,ingangsDatum,DESC
RQ893657,1,1,1,1,ingangsDatum,DESC
RQ475527,1,1,1,1,ingangsDatum,DESC
RX637270,1,1,1,1,ingangsDatum,DESC
IC217770,1,1,1,1,ingangsDatum,DESC
