user,total_base_activations,employees_activations,documents_activations,import_activations,reports_activations,management_activations,unique_employee_panels_opened,max_concurrent_employee_panels,employee_panel_switches,has_switched_employee_panels
IC100655,4,4,0,0,0,0,3,3,0,False
IC102276,69,69,0,0,0,0,29,5,3,True
IC102660,8,8,0,0,0,0,4,2,0,False
IC102680,12,12,0,0,0,0,8,2,0,False
IC103350,64,64,0,0,0,0,39,5,5,True
IC103908,11,11,0,0,0,0,7,3,0,False
IC104176,40,40,0,0,0,0,23,5,1,True
IC104409,4,3,1,0,0,0,2,2,0,False
IC105265,68,68,0,0,0,0,59,5,0,False
IC106509,8,8,0,0,0,0,2,2,0,False
IC106786,21,21,0,0,0,0,13,5,0,False
IC106975,8,8,0,0,0,0,5,5,0,False
IC107995,11,10,1,0,0,0,4,4,0,False
IC108409,128,128,0,0,0,0,52,5,6,True
IC109071,23,23,0,0,0,0,19,5,0,False
IC109205,8,8,0,0,0,0,7,5,0,False
IC109406,35,35,0,0,0,0,22,5,0,False
IC109488,15,14,0,0,0,1,5,5,1,True
IC109727,12,10,2,0,0,0,6,1,0,False
IC110951,29,29,0,0,0,0,25,5,0,False
IC112224,4,4,0,0,0,0,3,3,0,False
IC112226,93,93,0,0,0,0,63,4,0,False
IC112574,22,22,0,0,0,0,15,5,0,False
IC113268,77,73,0,4,0,0,23,5,5,True
IC113383,5,5,0,0,0,0,4,4,0,False
IC113775,42,42,0,0,0,0,28,5,0,False
IC114957,83,83,0,0,0,0,69,5,0,False
IC115229,28,28,0,0,0,0,20,5,0,False
IC116402,2,2,0,0,0,0,1,1,0,False
IC118451,62,62,0,0,0,0,57,5,0,False
IC118458,9,9,0,0,0,0,0,0,0,False
IC118856,50,50,0,0,0,0,21,5,1,True
IC119286,9,9,0,0,0,0,5,3,0,False
IC120249,27,24,3,0,0,0,17,5,0,False
IC120775,3,3,0,0,0,0,3,3,0,False
IC120970,16,16,0,0,0,0,11,5,0,False
IC121159,125,124,0,0,0,1,75,5,6,True
IC121195,2,2,0,0,0,0,1,1,0,False
IC122329,8,8,0,0,0,0,4,3,1,True
IC122495,30,30,0,0,0,0,15,5,2,True
IC123981,5,5,0,0,0,0,3,3,3,True
IC124700,14,14,0,0,0,0,11,4,0,False
IC127456,78,78,0,0,0,0,61,5,0,False
IC127562,12,12,0,0,0,0,3,2,0,False
IC127988,27,27,0,0,0,0,22,5,0,False
IC128107,48,48,0,0,0,0,37,5,0,False
IC128423,91,91,0,0,0,0,73,5,1,True
IC129446,20,20,0,0,0,0,12,5,0,False
IC129966,4,4,0,0,0,0,4,3,0,False
IC131264,21,21,0,0,0,0,13,5,0,False
IC132270,317,315,2,0,0,0,253,5,6,True
IC132360,31,31,0,0,0,0,23,4,0,False
IC132439,12,12,0,0,0,0,10,5,0,False
IC132451,13,13,0,0,0,0,9,4,0,False
IC134437,43,43,0,0,0,0,22,5,0,False
IC135570,35,34,1,0,0,0,15,5,0,False
IC136229,4,4,0,0,0,0,3,2,0,False
IC136232,19,19,0,0,0,0,11,3,0,False
IC136830,137,137,0,0,0,0,74,5,0,False
IC137270,35,35,0,0,0,0,20,3,0,False
IC137667,15,15,0,0,0,0,8,2,0,False
IC138715,7,7,0,0,0,0,3,3,0,False
IC138783,6,6,0,0,0,0,3,2,0,False
IC139321,58,58,0,0,0,0,33,5,2,True
IC140080,151,151,0,0,0,0,104,5,2,True
IC140139,87,76,1,10,0,0,49,5,2,True
IC140677,130,130,0,0,0,0,56,5,9,True
IC141792,25,20,3,0,2,0,8,3,0,False
IC141917,20,20,0,0,0,0,10,5,1,True
IC141953,13,13,0,0,0,0,9,5,0,False
IC143112,15,15,0,0,0,0,10,3,0,False
IC143954,2,2,0,0,0,0,0,0,0,False
IC144823,42,42,0,0,0,0,21,5,4,True
IC148491,231,231,0,0,0,0,169,4,0,False
IC149008,15,15,0,0,0,0,10,2,0,False
IC149153,36,36,0,0,0,0,24,5,0,False
IC149760,4,4,0,0,0,0,1,1,0,False
IC149773,30,30,0,0,0,0,12,5,0,False
IC150729,91,91,0,0,0,0,62,5,0,False
IC151186,7,7,0,0,0,0,3,2,0,False
IC151577,1,1,0,0,0,0,0,0,0,False
IC152137,9,9,0,0,0,0,6,4,1,True
IC152940,320,320,0,0,0,0,166,5,1,True
IC159590,54,54,0,0,0,0,28,5,0,False
IC160123,70,70,0,0,0,0,39,5,4,True
IC160892,2,2,0,0,0,0,1,1,0,False
IC167134,8,8,0,0,0,0,4,4,0,False
IC168378,14,14,0,0,0,0,5,2,0,False
IC169098,7,7,0,0,0,0,7,5,0,False
IC174287,10,9,1,0,0,0,3,1,0,False
IC174359,27,27,0,0,0,0,10,5,0,False
IC175246,7,7,0,0,0,0,5,3,0,False
IC175786,37,37,0,0,0,0,19,5,1,True
IC175991,50,49,1,0,0,0,20,5,2,True
IC177117,28,28,0,0,0,0,11,1,0,False
IC178074,9,9,0,0,0,0,5,2,0,False
IC181164,21,21,0,0,0,0,15,3,0,False
IC181488,8,8,0,0,0,0,8,3,0,False
IC182642,7,7,0,0,0,0,7,5,0,False
IC182996,13,12,1,0,0,0,5,4,0,False
IC183157,13,13,0,0,0,0,11,5,0,False
IC185388,203,203,0,0,0,0,127,5,1,True
IC187288,147,147,0,0,0,0,79,5,1,True
IC187296,3,3,0,0,0,0,1,1,0,False
IC191000,65,65,0,0,0,0,38,5,2,True
IC191321,20,20,0,0,0,0,9,2,0,False
IC192352,13,13,0,0,0,0,8,4,0,False
IC192494,39,39,0,0,0,0,35,5,1,True
IC193305,174,171,3,0,0,0,71,5,0,False
IC194793,247,247,0,0,0,0,107,5,0,False
IC194828,45,45,0,0,0,0,45,5,0,False
IC194859,22,22,0,0,0,0,14,4,0,False
IC194895,109,109,0,0,0,0,77,1,0,False
IC195196,20,20,0,0,0,0,8,4,0,False
IC196881,181,181,0,0,0,0,71,5,1,True
IC196892,8,8,0,0,0,0,0,0,0,False
IC197328,12,11,1,0,0,0,10,5,0,False
IC197458,21,21,0,0,0,0,15,1,0,False
IC197463,8,8,0,0,0,0,1,1,0,False
IC198298,8,7,0,0,0,1,3,3,0,False
IC199789,19,19,0,0,0,0,13,5,0,False
IC199805,1,1,0,0,0,0,1,1,0,False
IC200519,8,8,0,0,0,0,4,4,0,False
IC200792,25,10,4,3,3,5,1,1,0,False
IC201021,8,8,0,0,0,0,5,4,0,False
IC201692,15,14,1,0,0,0,11,4,0,False
IC202443,12,12,0,0,0,0,7,5,0,False
IC202706,11,11,0,0,0,0,7,1,0,False
IC203507,130,130,0,0,0,0,111,5,0,False
IC203559,24,24,0,0,0,0,12,2,0,False
IC204035,8,8,0,0,0,0,3,1,0,False
IC204060,30,30,0,0,0,0,24,5,0,False
IC204071,16,16,0,0,0,0,11,5,1,True
IC204073,27,27,0,0,0,0,25,5,0,False
IC204110,1,1,0,0,0,0,1,1,0,False
IC204142,42,42,0,0,0,0,25,5,0,False
IC204385,209,209,0,0,0,0,176,5,1,True
IC204512,61,61,0,0,0,0,42,5,0,False
IC204639,7,7,0,0,0,0,5,4,0,False
IC204728,19,19,0,0,0,0,13,4,0,False
IC204755,2,2,0,0,0,0,1,1,0,False
IC204937,12,12,0,0,0,0,10,3,0,False
IC207127,7,7,0,0,0,0,4,4,0,False
IC207146,17,17,0,0,0,0,13,5,0,False
IC207190,48,48,0,0,0,0,29,3,0,False
IC207232,11,9,2,0,0,0,4,4,0,False
IC208282,9,9,0,0,0,0,7,5,0,False
IC208286,83,80,1,0,0,2,64,5,3,True
IC208287,30,30,0,0,0,0,18,4,0,False
IC208299,173,171,2,0,0,0,85,5,3,True
IC208305,117,117,0,0,0,0,94,5,1,True
IC208311,5,5,0,0,0,0,3,1,0,False
IC208314,195,195,0,0,0,0,187,5,0,False
IC208321,15,15,0,0,0,0,12,5,0,False
IC208322,64,64,0,0,0,0,42,4,0,False
IC208328,8,8,0,0,0,0,4,4,0,False
IC208329,33,33,0,0,0,0,16,4,0,False
IC208560,21,21,0,0,0,0,11,5,0,False
IC209142,60,60,0,0,0,0,50,5,0,False
IC209168,4,4,0,0,0,0,2,2,0,False
IC209170,57,57,0,0,0,0,37,5,0,False
IC209472,10,10,0,0,0,0,4,4,2,True
IC209664,52,52,0,0,0,0,35,5,0,False
IC209917,36,34,1,0,0,1,20,5,0,False
IC209918,16,15,1,0,0,0,10,5,0,False
IC209919,7,7,0,0,0,0,5,4,0,False
IC210125,43,43,0,0,0,0,22,5,2,True
IC210226,2,2,0,0,0,0,0,0,0,False
IC210769,18,14,3,0,0,1,7,5,0,False
IC212486,26,26,0,0,0,0,24,4,0,False
IC212489,19,19,0,0,0,0,17,4,0,False
IC212980,27,26,0,0,0,1,18,5,0,False
IC213561,1,1,0,0,0,0,1,1,0,False
IC213884,2,2,0,0,0,0,2,1,0,False
IC214132,15,15,0,0,0,0,13,5,0,False
IC215286,9,9,0,0,0,0,6,3,0,False
IC215398,7,7,0,0,0,0,7,5,0,False
IC216246,227,227,0,0,0,0,196,5,0,False
IC216627,40,39,1,0,0,0,21,2,0,False
IC217201,4,4,0,0,0,0,2,2,0,False
IC217308,10,10,0,0,0,0,6,3,0,False
IC217696,12,12,0,0,0,0,6,5,0,False
IC217713,23,23,0,0,0,0,15,5,1,True
IC217721,25,25,0,0,0,0,9,5,0,False
IC217722,32,32,0,0,0,0,15,5,0,False
IC217751,7,7,0,0,0,0,6,5,0,False
IC217761,13,13,0,0,0,0,8,5,0,False
IC217770,11,11,0,0,0,0,8,5,1,True
IC217831,19,19,0,0,0,0,13,1,0,False
IC217841,1,1,0,0,0,0,1,1,0,False
IC217855,12,12,0,0,0,0,7,3,0,False
IC217857,6,6,0,0,0,0,6,5,0,False
IC217873,11,11,0,0,0,0,9,5,0,False
IC217877,27,27,0,0,0,0,12,5,3,True
IC217893,5,5,0,0,0,0,4,4,0,False
IC217909,12,12,0,0,0,0,7,3,0,False
IC217918,8,8,0,0,0,0,5,5,0,False
IC217927,59,59,0,0,0,0,33,4,0,False
IC217944,14,14,0,0,0,0,11,5,0,False
IC217950,6,6,0,0,0,0,4,2,0,False
IC217959,9,9,0,0,0,0,6,3,0,False
IC218001,8,8,0,0,0,0,4,4,0,False
IC218009,44,44,0,0,0,0,27,5,3,True
IC218077,12,12,0,0,0,0,9,5,1,True
IC218087,9,9,0,0,0,0,3,3,0,False
IC218589,4,4,0,0,0,0,2,1,0,False
IC219268,6,5,0,0,0,1,3,3,0,False
IC219318,8,8,0,0,0,0,3,3,1,True
IC219355,35,35,0,0,0,0,30,5,0,False
IC221461,59,59,0,0,0,0,35,5,0,False
IC221481,23,23,0,0,0,0,13,5,0,False
IC221500,15,15,0,0,0,0,10,3,0,False
IC221878,66,66,0,0,0,0,61,5,0,False
IC223332,20,20,0,0,0,0,16,1,0,False
IC223780,8,8,0,0,0,0,4,3,0,False
IC224624,38,38,0,0,0,0,20,5,1,True
IC224770,6,6,0,0,0,0,3,1,0,False
IC225948,1,1,0,0,0,0,1,1,0,False
IC226760,24,24,0,0,0,0,9,5,0,False
IC226766,17,17,0,0,0,0,13,5,0,False
IC226926,6,6,0,0,0,0,1,1,0,False
IC226961,13,13,0,0,0,0,5,2,1,True
IC227685,99,99,0,0,0,0,43,5,9,True
IC227690,1,1,0,0,0,0,1,1,0,False
IC228352,23,23,0,0,0,0,19,5,0,False
IC229224,5,5,0,0,0,0,1,1,0,False
IC229245,32,32,0,0,0,0,18,4,1,True
IC229276,22,22,0,0,0,0,11,5,0,False
IC229737,9,9,0,0,0,0,7,4,0,False
IC230077,1,1,0,0,0,0,1,1,0,False
IC230516,1,1,0,0,0,0,0,0,0,False
IC230518,1,1,0,0,0,0,1,1,0,False
IC230839,63,62,1,0,0,0,24,5,8,True
IC231263,31,31,0,0,0,0,23,5,1,True
IC231270,101,100,1,0,0,0,61,5,1,True
IC231298,88,88,0,0,0,0,63,5,0,False
IC231300,141,141,0,0,0,0,99,5,5,True
IC231354,1,1,0,0,0,0,0,0,0,False
IC231889,49,49,0,0,0,0,32,5,0,False
IC232740,14,9,0,0,0,5,4,1,0,False
IC233479,5,5,0,0,0,0,2,2,0,False
IC234175,26,23,3,0,0,0,16,5,3,True
IC235023,22,22,0,0,0,0,19,3,0,False
IC235190,55,55,0,0,0,0,24,5,4,True
IC235204,13,13,0,0,0,0,12,5,0,False
IC235694,9,9,0,0,0,0,6,5,0,False
IC236123,7,7,0,0,0,0,5,2,0,False
IC236800,4,4,0,0,0,0,3,3,0,False
IC237398,1,1,0,0,0,0,1,1,0,False
IC238160,1,1,0,0,0,0,1,1,0,False
IC238171,2,2,0,0,0,0,2,2,0,False
IC238175,12,12,0,0,0,0,5,5,1,True
IC238502,7,7,0,0,0,0,4,3,0,False
IC238734,9,9,0,0,0,0,6,3,0,False
IC239292,61,61,0,0,0,0,45,5,0,False
IC239430,254,224,30,0,0,0,132,5,0,False
IC240466,11,10,1,0,0,0,6,3,0,False
IC241690,64,64,0,0,0,0,25,5,0,False
IC242092,72,72,0,0,0,0,39,5,0,False
IC242277,15,15,0,0,0,0,8,5,0,False
IC242901,3,2,1,0,0,0,1,1,0,False
IC244173,29,29,0,0,0,0,11,5,1,True
IC244174,9,9,0,0,0,0,2,1,0,False
IC244182,39,39,0,0,0,0,20,5,0,False
IC244189,52,51,0,0,1,0,18,5,0,False
IC245035,3,3,0,0,0,0,3,3,0,False
IC245686,23,23,0,0,0,0,16,5,0,False
IC245793,9,9,0,0,0,0,6,5,0,False
IC245919,18,18,0,0,0,0,8,5,2,True
IC246176,11,11,0,0,0,0,5,5,0,False
IC246416,2,2,0,0,0,0,2,2,0,False
IC246577,19,16,2,1,0,0,10,5,0,False
IC246873,20,20,0,0,0,0,13,5,0,False
IC247163,108,106,2,0,0,0,54,5,2,True
IC247614,58,58,0,0,0,0,41,5,0,False
IC248526,1,1,0,0,0,0,1,1,0,False
IC248683,77,77,0,0,0,0,63,2,0,False
IC249091,10,10,0,0,0,0,4,4,0,False
IC250881,63,63,0,0,0,0,48,5,1,True
IC251427,160,160,0,0,0,0,64,5,0,False
IC251428,31,31,0,0,0,0,13,5,1,True
IC251430,93,91,2,0,0,0,53,5,3,True
IC251433,84,84,0,0,0,0,46,5,1,True
IC251435,161,161,0,0,0,0,88,5,6,True
IC251437,187,187,0,0,0,0,91,5,4,True
IC251438,142,142,0,0,0,0,82,5,1,True
IC252558,5,5,0,0,0,0,4,2,0,False
IC252834,1,1,0,0,0,0,1,1,0,False
IC252853,3,3,0,0,0,0,2,2,1,True
IC253115,4,4,0,0,0,0,4,4,0,False
IC253117,4,4,0,0,0,0,4,4,0,False
IC253554,2,2,0,0,0,0,1,1,0,False
IC253790,6,6,0,0,0,0,2,2,0,False
IC253804,26,26,0,0,0,0,17,5,1,True
IC253909,6,6,0,0,0,0,5,2,0,False
IC254538,29,29,0,0,0,0,15,5,1,True
IC254728,23,23,0,0,0,0,18,5,1,True
IC254729,60,60,0,0,0,0,39,4,0,False
IC254791,1,1,0,0,0,0,1,1,0,False
IC254817,161,161,0,0,0,0,134,5,0,False
IC255298,5,5,0,0,0,0,4,4,0,False
IC255636,146,146,0,0,0,0,72,5,7,True
IC255651,19,19,0,0,0,0,10,5,0,False
IC255659,3,3,0,0,0,0,2,2,0,False
IC255767,9,9,0,0,0,0,4,4,0,False
IC255804,7,7,0,0,0,0,5,4,2,True
IC255825,1,1,0,0,0,0,1,1,0,False
IC255897,96,96,0,0,0,0,69,5,1,True
IC256748,22,22,0,0,0,0,14,2,0,False
IC256760,7,7,0,0,0,0,5,5,1,True
IC256798,6,6,0,0,0,0,4,4,1,True
IC256860,12,12,0,0,0,0,7,5,0,False
IC256865,9,9,0,0,0,0,5,2,0,False
IC257460,22,22,0,0,0,0,14,5,0,False
IC257466,63,61,2,0,0,0,41,5,2,True
IC257468,39,39,0,0,0,0,30,5,1,True
IC258105,63,63,0,0,0,0,34,5,7,True
IC258326,2,2,0,0,0,0,2,2,0,False
IC258587,7,7,0,0,0,0,6,2,0,False
IC258786,17,17,0,0,0,0,8,5,0,False
IC258788,61,61,0,0,0,0,39,5,0,False
IC259292,39,39,0,0,0,0,30,5,0,False
IC259625,6,6,0,0,0,0,4,4,0,False
IC259751,2,2,0,0,0,0,2,2,0,False
IC260217,42,42,0,0,0,0,31,5,2,True
IC260601,5,5,0,0,0,0,4,4,1,True
IC260900,5,5,0,0,0,0,2,1,0,False
IC261248,3,3,0,0,0,0,3,3,0,False
IC261879,28,28,0,0,0,0,18,4,0,False
IC261884,14,14,0,0,0,0,8,3,0,False
IC261999,16,16,0,0,0,0,8,5,0,False
IC263320,24,24,0,0,0,0,20,3,0,False
IC263375,6,6,0,0,0,0,2,1,0,False
IC263592,2,2,0,0,0,0,2,2,0,False
IC263715,37,37,0,0,0,0,31,5,0,False
IC263987,13,13,0,0,0,0,9,5,0,False
IC264900,32,32,0,0,0,0,14,5,1,True
IC265033,65,61,4,0,0,0,29,3,0,False
IC265034,38,38,0,0,0,0,10,5,2,True
IC265066,31,31,0,0,0,0,21,4,0,False
IC266518,4,4,0,0,0,0,2,2,0,False
IC266925,17,17,0,0,0,0,5,3,0,False
IC267363,26,26,0,0,0,0,13,5,1,True
IC267484,36,36,0,0,0,0,27,5,0,False
IC267577,103,103,0,0,0,0,53,5,0,False
IC267684,22,17,4,0,0,1,10,5,0,False
IC267773,14,14,0,0,0,0,9,5,2,True
IC267830,21,21,0,0,0,0,17,4,0,False
IC268084,58,58,0,0,0,0,26,5,1,True
IC268892,2,2,0,0,0,0,2,1,0,False
IC268952,3,3,0,0,0,0,2,2,0,False
IC269097,26,26,0,0,0,0,18,5,0,False
IC269227,16,16,0,0,0,0,12,5,0,False
IC269421,4,4,0,0,0,0,3,1,0,False
IC269506,33,33,0,0,0,0,6,5,0,False
IC269551,2,2,0,0,0,0,1,1,0,False
IC269846,79,79,0,0,0,0,39,5,4,True
IC269909,11,11,0,0,0,0,7,2,0,False
IC269962,56,56,0,0,0,0,29,5,4,True
IC270257,23,23,0,0,0,0,14,2,0,False
IC271845,16,16,0,0,0,0,14,5,0,False
IC272363,10,8,2,0,0,0,4,2,0,False
IC272874,9,9,0,0,0,0,6,4,0,False
IC272907,5,5,0,0,0,0,2,2,0,False
IC272933,13,13,0,0,0,0,12,5,0,False
IC273183,4,4,0,0,0,0,2,2,1,True
IC273416,24,24,0,0,0,0,13,5,0,False
IC273698,67,54,13,0,0,0,23,5,2,True
IC273794,2,2,0,0,0,0,1,1,0,False
IC273890,19,19,0,0,0,0,14,5,0,False
IC274530,2,2,0,0,0,0,1,1,0,False
IC274955,37,37,0,0,0,0,25,5,0,False
IC275236,13,13,0,0,0,0,10,4,0,False
IC276267,55,52,3,0,0,0,31,5,1,True
IC276315,10,10,0,0,0,0,5,5,0,False
IC276623,852,852,0,0,0,0,0,0,0,False
IC276875,27,26,1,0,0,0,20,5,0,False
IC277740,41,40,0,1,0,0,29,5,0,False
IC278252,52,52,0,0,0,0,51,5,1,True
IC278419,28,28,0,0,0,0,23,5,2,True
IC278754,14,12,2,0,0,0,4,3,0,False
IC278792,23,23,0,0,0,0,19,4,0,False
IC279238,1,1,0,0,0,0,1,1,0,False
IC279564,8,8,0,0,0,0,4,4,0,False
IC279593,14,14,0,0,0,0,8,5,2,True
IC279655,3,3,0,0,0,0,2,2,0,False
IC279742,40,32,5,1,2,0,11,5,2,True
IC280040,1,1,0,0,0,0,0,0,0,False
IC280334,56,56,0,0,0,0,38,5,0,False
IC280516,30,30,0,0,0,0,19,5,0,False
IC280538,30,30,0,0,0,0,17,5,0,False
IC281666,2,2,0,0,0,0,2,2,0,False
IC281668,10,10,0,0,0,0,7,5,0,False
IC281686,7,7,0,0,0,0,5,5,1,True
IC282040,8,8,0,0,0,0,7,3,0,False
IC282292,36,36,0,0,0,0,17,4,0,False
IC282340,14,14,0,0,0,0,4,4,0,False
IC282579,32,31,1,0,0,0,13,5,1,True
IC282627,4,4,0,0,0,0,3,3,0,False
IC282629,51,51,0,0,0,0,24,5,0,False
IC282746,7,7,0,0,0,0,5,4,1,True
IC282890,1,1,0,0,0,0,0,0,0,False
IC282967,7,7,0,0,0,0,5,4,1,True
IC283269,5,5,0,0,0,0,5,3,0,False
IC283297,10,10,0,0,0,0,9,3,0,False
IC283765,1,1,0,0,0,0,1,1,0,False
IC284341,17,14,2,1,0,0,10,5,0,False
IC284576,11,11,0,0,0,0,4,4,1,True
IC284668,5,5,0,0,0,0,4,4,0,False
IC284692,42,42,0,0,0,0,16,5,2,True
IC284695,11,11,0,0,0,0,5,5,1,True
IC284696,117,117,0,0,0,0,60,5,2,True
IC284812,5,5,0,0,0,0,3,3,1,True
IC284958,7,7,0,0,0,0,6,5,0,False
IC284993,25,25,0,0,0,0,18,5,1,True
IC284996,5,5,0,0,0,0,3,3,0,False
IC285320,4,4,0,0,0,0,4,4,0,False
IC285518,19,19,0,0,0,0,11,5,1,True
IC285559,4,2,1,0,0,1,0,0,0,False
IC285722,2,2,0,0,0,0,0,0,0,False
IC286083,5,5,0,0,0,0,4,3,0,False
IC286143,5,5,0,0,0,0,3,2,0,False
IC286233,5,5,0,0,0,0,4,2,0,False
IC286238,33,33,0,0,0,0,24,5,0,False
IC286371,20,20,0,0,0,0,12,5,0,False
IC286477,17,17,0,0,0,0,5,5,3,True
IC286773,28,28,0,0,0,0,20,5,1,True
IC286840,8,8,0,0,0,0,8,5,0,False
IC286987,58,58,0,0,0,0,29,5,0,False
IC287045,37,37,0,0,0,0,18,5,3,True
IC287434,1,1,0,0,0,0,1,1,0,False
IC287607,22,22,0,0,0,0,11,5,0,False
IC287686,33,26,7,0,0,0,15,5,0,False
IC287730,4,4,0,0,0,0,4,4,0,False
IC287746,64,64,0,0,0,0,32,5,3,True
IC287882,43,43,0,0,0,0,27,5,1,True
IC287973,2,2,0,0,0,0,0,0,0,False
IC288035,9,9,0,0,0,0,6,5,0,False
IC288986,7,7,0,0,0,0,6,5,0,False
IC289176,2,2,0,0,0,0,1,1,0,False
IC289251,9,9,0,0,0,0,5,1,0,False
IC289354,5,5,0,0,0,0,2,2,3,True
IC289539,48,48,0,0,0,0,20,5,0,False
IC289596,23,23,0,0,0,0,22,5,0,False
IC289609,15,15,0,0,0,0,14,5,0,False
IC289854,3,3,0,0,0,0,3,2,0,False
IC290193,2,2,0,0,0,0,2,2,0,False
IC290336,43,43,0,0,0,0,30,4,1,True
IC290375,31,31,0,0,0,0,24,5,0,False
IC290407,26,26,0,0,0,0,18,1,0,False
IC290467,10,10,0,0,0,0,6,5,1,True
IC290546,3,3,0,0,0,0,3,3,0,False
IC290747,6,6,0,0,0,0,4,4,0,False
IC290871,9,9,0,0,0,0,3,3,0,False
IC290930,75,75,0,0,0,0,46,5,1,True
IC290965,8,8,0,0,0,0,6,5,0,False
IC291425,30,30,0,0,0,0,23,5,1,True
IC292656,58,58,0,0,0,0,54,5,0,False
IC292897,2,2,0,0,0,0,0,0,0,False
IC293798,61,61,0,0,0,0,50,2,0,False
IC294039,11,11,0,0,0,0,6,1,0,False
IC294088,3,3,0,0,0,0,3,3,0,False
IC294231,22,22,0,0,0,0,12,5,2,True
IC294394,2,2,0,0,0,0,2,2,0,False
IC294545,137,135,0,0,1,1,71,4,0,False
IC294650,3,3,0,0,0,0,2,2,0,False
IC294700,49,49,0,0,0,0,34,5,0,False
IC294809,25,24,1,0,0,0,13,5,0,False
IC294845,35,35,0,0,0,0,33,5,0,False
IC294944,12,12,0,0,0,0,5,2,0,False
IC295033,10,10,0,0,0,0,9,4,0,False
IC295239,6,6,0,0,0,0,2,2,1,True
IC295357,18,18,0,0,0,0,11,5,4,True
IC295518,32,30,2,0,0,0,11,5,3,True
IC295519,19,19,0,0,0,0,8,5,0,False
IC295570,43,43,0,0,0,0,13,5,4,True
IC295901,5,5,0,0,0,0,3,2,0,False
IC295952,22,22,0,0,0,0,20,4,0,False
IC295995,10,10,0,0,0,0,9,5,0,False
IC296073,5,5,0,0,0,0,2,2,0,False
IC296158,23,23,0,0,0,0,13,5,0,False
IC296256,122,122,0,0,0,0,85,4,0,False
IC296361,34,34,0,0,0,0,29,5,0,False
IC296470,3,3,0,0,0,0,3,3,0,False
IC296504,113,113,0,0,0,0,93,5,2,True
IC296592,7,7,0,0,0,0,3,2,1,True
IC296698,14,14,0,0,0,0,8,5,1,True
IC297237,2,2,0,0,0,0,1,1,0,False
IC297238,2,2,0,0,0,0,1,1,0,False
IC297331,11,11,0,0,0,0,6,4,0,False
RO1001624,1,1,0,0,0,0,1,1,0,False
RO1003213,5,3,1,0,1,0,1,1,0,False
RO1005139,4,3,1,0,0,0,2,2,0,False
RO1019375,2,2,0,0,0,0,1,1,0,False
RO1019423,23,23,0,0,0,0,13,3,0,False
RO1019479,7,7,0,0,0,0,6,5,0,False
RO1019627,3,3,0,0,0,0,3,3,0,False
RO1019677,14,14,0,0,0,0,10,5,0,False
RO1019758,39,39,0,0,0,0,16,2,0,False
RO1021315,1,1,0,0,0,0,1,1,0,False
RO1021558,16,16,0,0,0,0,8,5,2,True
RO1029697,2,2,0,0,0,0,2,2,0,False
RO104887,5,5,0,0,0,0,1,1,0,False
RO124455,2,2,0,0,0,0,1,1,0,False
RO126442,121,120,1,0,0,0,63,5,8,True
RO126644,47,47,0,0,0,0,32,5,2,True
RO127112,31,31,0,0,0,0,26,5,0,False
RO128982,1,1,0,0,0,0,1,1,0,False
RO134297,7,7,0,0,0,0,5,5,0,False
RO134372,7,7,0,0,0,0,4,4,0,False
RO134625,5,5,0,0,0,0,3,3,0,False
RO138022,4,4,0,0,0,0,1,1,0,False
RO138220,8,8,0,0,0,0,1,1,0,False
RO142032,5,5,0,0,0,0,3,2,0,False
RO142172,5,5,0,0,0,0,2,2,1,True
RO172394,40,39,1,0,0,0,19,5,0,False
RO172466,19,19,0,0,0,0,13,5,0,False
RO173159,19,19,0,0,0,0,10,5,2,True
RO173674,30,30,0,0,0,0,17,5,1,True
RO175811,82,81,1,0,0,0,57,5,1,True
RO177875,52,52,0,0,0,0,31,5,0,False
RO177899,84,84,0,0,0,0,42,5,4,True
RO186962,187,173,14,0,0,0,54,5,5,True
RO213938,2,2,0,0,0,0,2,2,0,False
RO214268,180,180,0,0,0,0,53,5,1,True
RO214306,17,17,0,0,0,0,8,1,0,False
RO215259,65,65,0,0,0,0,46,5,2,True
RO215573,2,2,0,0,0,0,2,2,0,False
RO216454,16,16,0,0,0,0,5,3,0,False
RO216532,21,21,0,0,0,0,16,2,0,False
RO224390,35,35,0,0,0,0,20,5,1,True
RO224599,10,10,0,0,0,0,8,5,1,True
RO287783,21,21,0,0,0,0,13,2,0,False
RO287903,51,46,3,1,0,1,34,5,4,True
RO298000,26,26,0,0,0,0,19,5,2,True
RO298193,12,12,0,0,0,0,4,4,1,True
RO302532,16,16,0,0,0,0,5,4,0,False
RO303139,97,97,0,0,0,0,38,2,0,False
RO303187,21,21,0,0,0,0,6,4,2,True
RO308211,24,24,0,0,0,0,10,5,0,False
RO308494,3,3,0,0,0,0,2,2,0,False
RO308749,66,66,0,0,0,0,36,5,0,False
RO311080,9,9,0,0,0,0,8,5,0,False
RO317699,3,3,0,0,0,0,1,1,0,False
RO323576,15,14,1,0,0,0,12,2,0,False
RO323584,36,36,0,0,0,0,15,5,0,False
RO324342,2,2,0,0,0,0,1,1,0,False
RO328440,9,9,0,0,0,0,3,3,0,False
RO329850,1,1,0,0,0,0,1,1,0,False
RO331805,6,6,0,0,0,0,2,1,0,False
RO334624,1,1,0,0,0,0,1,1,0,False
RO336002,3,3,0,0,0,0,2,2,0,False
RO337158,2,2,0,0,0,0,1,1,0,False
RO337298,4,4,0,0,0,0,2,2,0,False
RO337892,10,9,1,0,0,0,2,2,0,False
RO348363,6,6,0,0,0,0,3,3,0,False
