user,total_base_activations,employees_activations,documents_activations,import_activations,reports_activations,management_activations,unique_employee_panels_opened,max_concurrent_employee_panels,employee_panel_switches,has_switched_employee_panels
RZ252846,2,2,0,0,0,0,1,1,0,False
RZ259607,3,3,0,0,0,0,2,2,0,False
RZ261702,3,3,0,0,0,0,1,1,0,False
RZ262896,1,1,0,0,0,0,1,1,0,False
RZ263347,8,8,0,0,0,0,4,4,2,True
RZ264487,2,2,0,0,0,0,2,2,0,False
RZ265529,2,2,0,0,0,0,1,1,0,False
RZ265787,1,1,0,0,0,0,1,1,0,False
RZ267219,3,3,0,0,0,0,1,1,0,False
RZ270839,2,2,0,0,0,0,1,1,0,False
RZ272126,1,1,0,0,0,0,0,0,0,False
RZ272557,2,2,0,0,0,0,1,1,0,False
RZ274943,1,1,0,0,0,0,0,0,0,False
RZ275909,9,9,0,0,0,0,7,5,3,True
RZ277031,12,12,0,0,0,0,4,3,0,False
RZ277773,2,2,0,0,0,0,0,0,0,False
RZ279236,6,6,0,0,0,0,2,2,0,False
RZ283167,3,2,1,0,0,0,1,1,0,False
RZ283292,1,1,0,0,0,0,1,1,0,False
RZ284232,6,6,0,0,0,0,2,2,0,False
RZ286823,9,9,0,0,0,0,4,4,0,False
RZ287261,1,1,0,0,0,0,1,1,0,False
RZ289550,3,3,0,0,0,0,1,1,0,False
RZ289753,3,3,0,0,0,0,2,2,0,False
RZ289935,1,1,0,0,0,0,0,0,0,False
RZ291332,3,2,1,0,0,0,1,1,0,False
RZ292251,8,8,0,0,0,0,3,3,1,True
RZ299672,5,5,0,0,0,0,2,2,0,False
RZ307384,4,4,0,0,0,0,3,2,0,False
RZ308841,2,2,0,0,0,0,1,1,0,False
RZ315707,1,1,0,0,0,0,1,1,0,False
RZ316088,22,22,0,0,0,0,7,2,0,False
RZ316345,9,9,0,0,0,0,2,2,0,False
RZ316846,1,1,0,0,0,0,0,0,0,False
RZ317686,2,2,0,0,0,0,1,1,0,False
RZ319296,24,24,0,0,0,0,15,3,0,False
RZ319445,5,5,0,0,0,0,0,0,0,False
RZ319711,1,1,0,0,0,0,1,1,0,False
RZ319944,3,3,0,0,0,0,2,2,0,False
RZ320313,17,17,0,0,0,0,4,4,0,False
RZ324525,7,6,1,0,0,0,1,1,0,False
RZ325197,9,9,0,0,0,0,7,5,0,False
RZ326490,9,9,0,0,0,0,2,2,3,True
RZ330452,1,1,0,0,0,0,1,1,0,False
RZ330685,2,2,0,0,0,0,0,0,0,False
RZ334402,2,2,0,0,0,0,0,0,0,False
RZ337722,1,1,0,0,0,0,0,0,0,False
RZ338248,5,4,1,0,0,0,1,1,0,False
RZ347132,8,8,0,0,0,0,3,2,0,False
RZ349888,3,3,0,0,0,0,2,2,0,False
RZ350041,2,2,0,0,0,0,1,1,0,False
RZ351415,6,5,1,0,0,0,1,1,0,False
RZ354385,8,7,1,0,0,0,5,4,1,True
RZ356587,4,4,0,0,0,0,1,1,0,False
RZ359663,1,1,0,0,0,0,0,0,0,False
UA000342,5,4,1,0,0,0,2,2,0,False
UA001482,1,1,0,0,0,0,1,1,0,False
UA001718,9,5,2,1,1,0,1,1,0,False
UA002794,1,1,0,0,0,0,1,1,0,False
UA002812,30,30,0,0,0,0,23,2,0,False
UA003375,17,17,0,0,0,0,6,5,4,True
UA005534,8,8,0,0,0,0,3,3,2,True
UA005919,4,4,0,0,0,0,4,3,0,False
UA006788,2,1,1,0,0,0,1,1,0,False
UA007288,1,1,0,0,0,0,0,0,0,False
UA008584,1,1,0,0,0,0,0,0,0,False
UA008601,12,12,0,0,0,0,5,1,0,False
UA009085,1,1,0,0,0,0,1,1,0,False
UA009999,2,2,0,0,0,0,2,2,0,False
UA010265,2,2,0,0,0,0,2,2,0,False
UA011968,5,4,0,0,1,0,1,1,0,False
UA012077,1,1,0,0,0,0,0,0,0,False
UA012189,16,10,0,6,0,0,1,1,0,False
IC101824,2,2,0,0,0,0,1,1,0,False
IC105674,4,4,0,0,0,0,1,1,0,False
IC114193,9,9,0,0,0,0,6,2,0,False
IC132085,1,1,0,0,0,0,1,1,0,False
IC132245,1,1,0,0,0,0,1,1,0,False
IC141603,1,1,0,0,0,0,1,1,0,False
IC146457,5,5,0,0,0,0,4,3,0,False
IC148166,6,6,0,0,0,0,1,1,0,False
IC204027,6,6,0,0,0,0,1,1,0,False
IC204057,3,3,0,0,0,0,3,2,0,False
IC217530,4,4,0,0,0,0,2,2,0,False
IC217776,1,1,0,0,0,0,1,1,0,False
IC217838,1,1,0,0,0,0,1,1,0,False
IC217939,7,7,0,0,0,0,4,1,0,False
IC222492,1,1,0,0,0,0,1,1,0,False
IC224205,4,4,0,0,0,0,2,2,0,False
IC224966,1,1,0,0,0,0,1,1,0,False
IC238988,1,1,0,0,0,0,1,1,0,False
IC239353,3,3,0,0,0,0,3,1,0,False
IC246838,3,3,0,0,0,0,2,2,0,False
IC250085,6,6,0,0,0,0,4,4,0,False
IC252996,1,1,0,0,0,0,1,1,0,False
IC254166,1,1,0,0,0,0,1,1,0,False
IC256849,3,3,0,0,0,0,1,1,0,False
IC257511,9,9,0,0,0,0,3,3,0,False
IC258330,95,95,0,0,0,0,88,5,1,True
IC258865,4,4,0,0,0,0,4,3,0,False
IC265094,1,1,0,0,0,0,0,0,0,False
IC265918,1,1,0,0,0,0,0,0,0,False
IC266700,4,2,0,2,0,0,0,0,0,False
IC267274,5,5,0,0,0,0,2,1,0,False
IC269326,1,1,0,0,0,0,1,1,0,False
IC269943,14,14,0,0,0,0,2,2,0,False
IC270735,1,1,0,0,0,0,0,0,0,False
IC270943,2,2,0,0,0,0,2,2,0,False
IC271331,1,1,0,0,0,0,1,1,0,False
IC279552,6,5,0,0,0,1,2,2,0,False
IC280247,1,1,0,0,0,0,1,1,0,False
IC280407,2,2,0,0,0,0,2,2,0,False
IC282484,2,2,0,0,0,0,2,2,0,False
IC284701,3,3,0,0,0,0,2,2,0,False
IC287691,12,12,0,0,0,0,9,1,0,False
IC289903,6,6,0,0,0,0,4,3,0,False
IC290399,6,6,0,0,0,0,3,2,0,False
IC292840,24,24,0,0,0,0,21,5,0,False
RO1002755,4,4,0,0,0,0,1,1,0,False
RO1019636,1,1,0,0,0,0,0,0,0,False
RO1030242,1,1,0,0,0,0,1,1,0,False
RO103596,1,1,0,0,0,0,1,1,0,False
RO124236,1,1,0,0,0,0,1,1,0,False
RO142069,1,1,0,0,0,0,1,1,0,False
RO142796,1,1,0,0,0,0,0,0,0,False
RO169227,5,5,0,0,0,0,3,2,0,False
RO173551,1,1,0,0,0,0,0,0,0,False
RO186207,1,1,0,0,0,0,0,0,0,False
RO302524,1,1,0,0,0,0,0,0,0,False
RO308763,6,6,0,0,0,0,3,3,0,False
RO309861,1,1,0,0,0,0,0,0,0,False
RO323827,4,4,0,0,0,0,1,1,0,False
RO348035,2,2,0,0,0,0,1,1,0,False
RO352089,4,4,0,0,0,0,2,2,1,True
RO367636,12,12,0,0,0,0,6,4,0,False
RO392093,6,5,1,0,0,0,1,1,0,False
RO392659,1,1,0,0,0,0,1,1,0,False
RO397292,1,1,0,0,0,0,1,1,0,False
RO405985,1,1,0,0,0,0,1,1,0,False
RO425690,2,2,0,0,0,0,1,1,0,False
RO485238,1,1,0,0,0,0,1,1,0,False
RO491940,1,1,0,0,0,0,1,1,0,False
RO505361,5,5,0,0,0,0,5,2,0,False
RO505556,1,1,0,0,0,0,1,1,0,False
RO505610,1,1,0,0,0,0,1,1,0,False
RO514062,3,3,0,0,0,0,0,0,0,False
RO518610,3,3,0,0,0,0,1,1,0,False
RO520586,2,2,0,0,0,0,2,2,0,False
RO523530,2,2,0,0,0,0,1,1,0,False
RO525865,1,1,0,0,0,0,0,0,0,False
RO560344,1,1,0,0,0,0,1,1,0,False
RO560595,2,2,0,0,0,0,1,1,0,False
RO631329,2,2,0,0,0,0,1,1,0,False
RO650239,2,2,0,0,0,0,1,1,0,False
RO662555,2,2,0,0,0,0,2,1,0,False
RO673924,2,2,0,0,0,0,1,1,0,False
RO674631,10,10,0,0,0,0,4,2,0,False
RO682620,2,2,0,0,0,0,2,2,0,False
RO685701,2,2,0,0,0,0,1,1,0,False
RO692549,3,3,0,0,0,0,1,1,0,False
RO693420,1,1,0,0,0,0,0,0,0,False
RO696716,3,3,0,0,0,0,1,1,0,False
RO701998,1,1,0,0,0,0,0,0,0,False
RO707349,2,2,0,0,0,0,1,1,0,False
RO716487,3,3,0,0,0,0,0,0,0,False
RO731335,3,3,0,0,0,0,1,1,0,False
RO731445,4,4,0,0,0,0,0,0,0,False
RO760474,1,1,0,0,0,0,1,1,0,False
RO810521,14,14,0,0,0,0,2,2,1,True
RO828857,2,2,0,0,0,0,2,2,0,False
RO884591,5,5,0,0,0,0,4,4,0,False
RO905969,10,10,0,0,0,0,4,4,1,True
RO925482,1,1,0,0,0,0,1,1,0,False
RO963328,1,1,0,0,0,0,1,1,0,False
RO986895,1,1,0,0,0,0,1,1,0,False
RO987867,2,2,0,0,0,0,2,2,0,False
RO989134,2,2,0,0,0,0,1,1,0,False
RO990272,2,2,0,0,0,0,1,1,0,False
RO990713,1,1,0,0,0,0,0,0,0,False
RO992161,2,2,0,0,0,0,1,1,0,False
RP104177,1,1,0,0,0,0,1,1,0,False
RP134985,2,2,0,0,0,0,1,1,0,False
RP138724,3,3,0,0,0,0,3,3,0,False
RP141668,1,1,0,0,0,0,0,0,0,False
RP143675,6,6,0,0,0,0,0,0,0,False
RP155571,1,1,0,0,0,0,1,1,0,False
RP157117,1,1,0,0,0,0,0,0,0,False
RP158111,1,1,0,0,0,0,0,0,0,False
RP158241,1,1,0,0,0,0,1,1,0,False
RP158753,1,1,0,0,0,0,1,1,0,False
RP161377,1,1,0,0,0,0,1,1,0,False
RP208170,2,2,0,0,0,0,1,1,0,False
RP213254,1,1,0,0,0,0,1,1,0,False
RP215145,1,1,0,0,0,0,1,1,0,False
RP237789,1,1,0,0,0,0,1,1,0,False
RP238152,6,6,0,0,0,0,1,1,0,False
RP274738,1,1,0,0,0,0,1,1,0,False
RP275027,2,2,0,0,0,0,1,1,0,False
RP275179,10,10,0,0,0,0,7,5,1,True
RP289550,1,1,0,0,0,0,0,0,0,False
RP310598,1,1,0,0,0,0,1,1,0,False
RP339183,2,2,0,0,0,0,1,1,0,False
RP366343,1,1,0,0,0,0,1,1,0,False
RP366670,2,2,0,0,0,0,1,1,0,False
RP378701,9,9,0,0,0,0,4,4,1,True
RP378893,1,1,0,0,0,0,0,0,0,False
RP402292,13,13,0,0,0,0,12,5,0,False
RP416056,4,3,1,0,0,0,1,1,0,False
RP433921,1,1,0,0,0,0,0,0,0,False
RP440980,2,2,0,0,0,0,1,1,0,False
RP448796,3,2,1,0,0,0,1,1,0,False
RP472967,1,1,0,0,0,0,1,1,0,False
RP531503,7,7,0,0,0,0,2,2,0,False
RP615380,5,5,0,0,0,0,2,2,0,False
RP633599,11,11,0,0,0,0,8,3,0,False
RP710047,1,1,0,0,0,0,0,0,0,False
RP722577,1,1,0,0,0,0,0,0,0,False
RP736553,1,1,0,0,0,0,0,0,0,False
RP768066,2,2,0,0,0,0,0,0,0,False
RP774403,72,72,0,0,0,0,55,3,0,False
RP782952,1,1,0,0,0,0,0,0,0,False
RP786403,3,3,0,0,0,0,1,1,0,False
RP808054,1,1,0,0,0,0,1,1,0,False
RP808062,1,1,0,0,0,0,1,1,0,False
RP819721,1,1,0,0,0,0,0,0,0,False
RP828902,1,1,0,0,0,0,0,0,0,False
RP842547,1,1,0,0,0,0,1,1,0,False
RP903023,2,2,0,0,0,0,2,2,0,False
RP957812,1,1,0,0,0,0,0,0,0,False
RQ125757,2,2,0,0,0,0,2,2,0,False
RQ126079,2,2,0,0,0,0,1,1,0,False
RQ128195,1,1,0,0,0,0,0,0,0,False
RQ134054,4,4,0,0,0,0,1,1,0,False
RQ135021,1,1,0,0,0,0,1,1,0,False
RQ254014,3,3,0,0,0,0,2,2,0,False
RQ259956,1,1,0,0,0,0,1,1,0,False
RQ359107,4,3,0,1,0,0,1,1,0,False
RQ389791,1,1,0,0,0,0,0,0,0,False
RQ402159,1,1,0,0,0,0,1,1,0,False
RQ440308,1,1,0,0,0,0,1,1,0,False
RQ441448,6,6,0,0,0,0,3,3,1,True
RQ441768,2,2,0,0,0,0,1,1,0,False
RQ442210,1,1,0,0,0,0,1,1,0,False
RQ444684,1,1,0,0,0,0,1,1,0,False
RQ445249,1,1,0,0,0,0,1,1,0,False
RQ445695,1,1,0,0,0,0,0,0,0,False
RQ456308,1,1,0,0,0,0,1,1,0,False
RQ456455,1,1,0,0,0,0,1,1,0,False
RQ456876,1,1,0,0,0,0,0,0,0,False
RQ457414,4,4,0,0,0,0,0,0,0,False
RQ471880,1,1,0,0,0,0,1,1,0,False
RQ472898,1,1,0,0,0,0,1,1,0,False
RQ479708,1,1,0,0,0,0,0,0,0,False
RQ488366,2,2,0,0,0,0,1,1,0,False
RQ488979,2,2,0,0,0,0,2,2,0,False
RQ489578,3,3,0,0,0,0,1,1,0,False
RQ489928,7,7,0,0,0,0,4,4,0,False
RQ490304,4,4,0,0,0,0,2,2,0,False
RQ491356,1,1,0,0,0,0,1,1,0,False
RQ491931,3,3,0,0,0,0,0,0,0,False
RQ491957,2,2,0,0,0,0,2,2,0,False
RQ492371,4,4,0,0,0,0,3,3,0,False
RQ499004,1,1,0,0,0,0,1,1,0,False
RQ502506,1,1,0,0,0,0,0,0,0,False
RQ504591,1,1,0,0,0,0,1,1,0,False
RQ508672,1,1,0,0,0,0,1,1,0,False
RQ508778,3,3,0,0,0,0,2,2,0,False
RQ509888,6,6,0,0,0,0,5,2,0,False
RQ509967,1,1,0,0,0,0,1,1,0,False
RQ510077,3,3,0,0,0,0,1,1,0,False
RQ511596,5,5,0,0,0,0,1,1,0,False
RQ511912,9,9,0,0,0,0,4,1,0,False
RQ513871,3,3,0,0,0,0,2,2,0,False
RQ514745,2,2,0,0,0,0,2,2,0,False
RQ515174,1,1,0,0,0,0,0,0,0,False
RQ515920,2,2,0,0,0,0,0,0,0,False
RQ517146,3,3,0,0,0,0,3,3,0,False
RQ517511,3,3,0,0,0,0,2,2,0,False
RQ517586,2,2,0,0,0,0,2,2,0,False
RQ520456,1,1,0,0,0,0,1,1,0,False
RQ522200,1,1,0,0,0,0,1,1,0,False
RQ522757,5,5,0,0,0,0,5,5,0,False
RQ523645,1,1,0,0,0,0,1,1,0,False
RQ524401,2,2,0,0,0,0,0,0,0,False
RQ530531,1,1,0,0,0,0,1,1,0,False
RQ531720,1,1,0,0,0,0,1,1,0,False
RQ531829,4,4,0,0,0,0,1,1,0,False
RQ536278,1,1,0,0,0,0,1,1,0,False
RQ557472,2,2,0,0,0,0,2,2,0,False
RQ561107,61,61,0,0,0,0,37,5,1,True
RQ654595,1,1,0,0,0,0,0,0,0,False
RQ671924,3,3,0,0,0,0,1,1,0,False
RQ671999,2,2,0,0,0,0,1,1,0,False
RQ724947,4,4,0,0,0,0,4,4,0,False
RQ738614,1,1,0,0,0,0,1,1,0,False
RQ739077,1,1,0,0,0,0,1,1,0,False
RQ762638,0,0,0,0,0,0,1,1,0,False
RQ766109,1,1,0,0,0,0,1,1,0,False
RQ770762,2,2,0,0,0,0,1,1,0,False
RQ777393,5,5,0,0,0,0,3,3,0,False
RQ778174,2,2,0,0,0,0,1,1,0,False
RQ778510,1,1,0,0,0,0,1,1,0,False
RQ778898,1,1,0,0,0,0,1,1,0,False
RQ795094,2,2,0,0,0,0,0,0,0,False
RQ795948,3,3,0,0,0,0,2,2,0,False
RQ799164,1,1,0,0,0,0,0,0,0,False
RQ831380,3,3,0,0,0,0,3,2,0,False
RQ836052,2,2,0,0,0,0,1,1,0,False
RQ899440,3,3,0,0,0,0,1,1,0,False
RQ902628,2,2,0,0,0,0,1,1,0,False
RQ916453,1,1,0,0,0,0,1,1,0,False
RQ948148,2,2,0,0,0,0,2,2,0,False
RQ948823,2,2,0,0,0,0,1,1,0,False
RS301319,3,3,0,0,0,0,2,2,0,False
RS363042,3,2,1,0,0,0,1,1,0,False
RS468120,2,2,0,0,0,0,1,1,0,False
RS509667,2,2,0,0,0,0,1,1,0,False
RS509800,2,2,0,0,0,0,1,1,0,False
RS513985,1,1,0,0,0,0,1,1,0,False
RS514233,2,1,1,0,0,0,0,0,0,False
RS637905,1,1,0,0,0,0,1,1,0,False
RS645182,3,2,0,0,1,0,1,1,0,False
RS688429,9,9,0,0,0,0,2,2,0,False
RS736493,1,1,0,0,0,0,0,0,0,False
RS743628,2,1,0,0,0,1,0,0,0,False
RS769286,3,3,0,0,0,0,1,1,0,False
RS788540,1,1,0,0,0,0,0,0,0,False
RS865907,5,5,0,0,0,0,2,2,0,False
RS870134,5,5,0,0,0,0,4,2,0,False
RS873454,4,4,0,0,0,0,3,3,1,True
RS888768,1,1,0,0,0,0,1,1,0,False
RS971632,1,1,0,0,0,0,1,1,0,False
RS980957,1,1,0,0,0,0,1,1,0,False
RT1000143,2,2,0,0,0,0,2,2,0,False
RT127671,2,2,0,0,0,0,1,1,0,False
RT129488,2,2,0,0,0,0,1,1,0,False
RT186455,2,2,0,0,0,0,1,1,0,False
RT186760,1,1,0,0,0,0,1,1,0,False
RT187242,2,2,0,0,0,0,1,1,0,False
RT218077,1,1,0,0,0,0,1,1,0,False
RT238103,2,2,0,0,0,0,1,1,0,False
RT291791,2,2,0,0,0,0,2,1,0,False
RT351474,2,2,0,0,0,0,1,1,0,False
RT377932,1,1,0,0,0,0,0,0,0,False
RT416396,1,1,0,0,0,0,1,1,0,False
RT439107,3,3,0,0,0,0,2,2,0,False
RT449849,1,1,0,0,0,0,0,0,0,False
RT454967,1,1,0,0,0,0,0,0,0,False
RT478638,1,1,0,0,0,0,0,0,0,False
RT935699,3,3,0,0,0,0,0,0,0,False
RT967519,3,3,0,0,0,0,2,2,0,False
RT994969,2,2,0,0,0,0,1,1,0,False
RT996408,1,1,0,0,0,0,0,0,0,False
RT996899,1,1,0,0,0,0,1,1,0,False
RT997758,3,3,0,0,0,0,2,1,0,False
RT999172,1,1,0,0,0,0,0,0,0,False
RU102255,2,2,0,0,0,0,1,1,0,False
RU122774,2,2,0,0,0,0,1,1,0,False
RU122885,1,1,0,0,0,0,0,0,0,False
RU124748,4,4,0,0,0,0,1,1,0,False
RU125453,1,1,0,0,0,0,1,1,0,False
RU262723,3,3,0,0,0,0,2,1,0,False
RU267220,1,1,0,0,0,0,1,1,0,False
RU269793,4,4,0,0,0,0,1,1,0,False
RU285381,6,6,0,0,0,0,1,1,0,False
RU292091,1,1,0,0,0,0,1,1,0,False
RU315728,3,3,0,0,0,0,1,1,0,False
RU354108,6,6,0,0,0,0,5,5,0,False
RU355207,1,1,0,0,0,0,1,1,0,False
RU401968,1,1,0,0,0,0,1,1,0,False
RU423455,1,1,0,0,0,0,1,1,0,False
RU639082,11,11,0,0,0,0,8,2,0,False
RU688472,3,3,0,0,0,0,1,1,0,False
RU689862,1,1,0,0,0,0,0,0,0,False
RU690373,1,1,0,0,0,0,0,0,0,False
RU743273,2,2,0,0,0,0,1,1,0,False
RV108816,3,3,0,0,0,0,1,1,0,False
RV320600,1,1,0,0,0,0,0,0,0,False
RV326855,1,1,0,0,0,0,1,1,0,False
RV340533,2,2,0,0,0,0,1,1,0,False
RV378962,1,1,0,0,0,0,0,0,0,False
RV390592,1,1,0,0,0,0,0,0,0,False
RV436739,1,1,0,0,0,0,1,1,0,False
RV445618,3,3,0,0,0,0,1,1,0,False
RV462903,1,1,0,0,0,0,0,0,0,False
RV485837,2,2,0,0,0,0,2,2,0,False
RV491065,1,1,0,0,0,0,1,1,0,False
RV495008,2,2,0,0,0,0,2,2,0,False
RV539167,1,1,0,0,0,0,0,0,0,False
RV625059,5,5,0,0,0,0,1,1,0,False
RV682109,2,2,0,0,0,0,2,1,0,False
RV699564,1,1,0,0,0,0,1,1,0,False
RV718016,1,1,0,0,0,0,1,1,0,False
RV724045,2,2,0,0,0,0,1,1,0,False
RV727637,1,1,0,0,0,0,1,1,0,False
RV727786,2,2,0,0,0,0,1,1,0,False
RV762427,1,1,0,0,0,0,1,1,0,False
RV767919,1,1,0,0,0,0,1,1,0,False
RV777187,4,3,1,0,0,0,1,1,0,False
RV807851,6,6,0,0,0,0,3,2,0,False
RV832912,1,1,0,0,0,0,1,1,0,False
RV850660,1,1,0,0,0,0,1,1,0,False
RV874736,2,2,0,0,0,0,2,2,0,False
RV893480,1,1,0,0,0,0,1,1,0,False
RV916009,4,4,0,0,0,0,1,1,0,False
RV916038,1,1,0,0,0,0,1,1,0,False
RV922872,2,2,0,0,0,0,1,1,0,False
RV934470,2,2,0,0,0,0,0,0,0,False
RW102675,1,1,0,0,0,0,1,1,0,False
RW102853,8,5,3,0,0,0,1,1,0,False
RW104044,2,2,0,0,0,0,0,0,0,False
RW104527,4,3,1,0,0,0,2,2,0,False
RW104588,1,1,0,0,0,0,0,0,0,False
RW131932,5,5,0,0,0,0,3,3,1,True
RW196926,2,2,0,0,0,0,1,1,0,False
RW217238,1,1,0,0,0,0,1,1,0,False
RW460957,1,1,0,0,0,0,1,1,0,False
RW468365,2,2,0,0,0,0,1,1,0,False
RW497141,5,5,0,0,0,0,1,1,0,False
RW524690,6,6,0,0,0,0,4,2,0,False
RW533009,1,1,0,0,0,0,0,0,0,False
RW540707,1,1,0,0,0,0,1,1,0,False
RW579631,2,2,0,0,0,0,1,1,0,False
RW623208,7,7,0,0,0,0,6,3,0,False
RW630701,5,5,0,0,0,0,1,1,0,False
RW641569,3,3,0,0,0,0,1,1,0,False
RW642701,2,2,0,0,0,0,1,1,0,False
RW649533,1,1,0,0,0,0,0,0,0,False
RW656494,2,2,0,0,0,0,1,1,0,False
RW662200,1,1,0,0,0,0,1,1,0,False
RW680222,3,3,0,0,0,0,3,1,0,False
RW733095,2,2,0,0,0,0,1,1,0,False
RW755208,1,1,0,0,0,0,0,0,0,False
RW759594,1,1,0,0,0,0,1,1,0,False
RW766142,67,67,0,0,0,0,49,5,1,True
RW770193,10,9,1,0,0,0,3,3,0,False
RW772840,1,1,0,0,0,0,0,0,0,False
RW773606,1,1,0,0,0,0,1,1,0,False
RW779173,4,4,0,0,0,0,1,1,0,False
RW787477,2,2,0,0,0,0,1,1,0,False
RW788815,1,1,0,0,0,0,1,1,0,False
RW796955,1,1,0,0,0,0,1,1,0,False
RW835346,4,4,0,0,0,0,1,1,0,False
RW837356,1,1,0,0,0,0,1,1,0,False
RW840900,6,6,0,0,0,0,2,1,0,False
RW842406,1,1,0,0,0,0,1,1,0,False
RW843710,3,3,0,0,0,0,2,2,1,True
RW847754,27,27,0,0,0,0,15,5,1,True
RW877673,2,2,0,0,0,0,1,1,0,False
RW886778,1,1,0,0,0,0,0,0,0,False
RW908169,1,1,0,0,0,0,1,1,0,False
RW939059,3,3,0,0,0,0,0,0,0,False
RW946753,1,1,0,0,0,0,1,1,0,False
RW948386,2,2,0,0,0,0,1,1,0,False
RW961899,3,3,0,0,0,0,3,3,0,False
RW969813,4,4,0,0,0,0,4,1,0,False
RW971543,2,2,0,0,0,0,1,1,0,False
RW976882,1,1,0,0,0,0,1,1,0,False
RW983619,1,1,0,0,0,0,0,0,0,False
RX102738,8,8,0,0,0,0,3,3,0,False
RX125816,1,1,0,0,0,0,1,1,0,False
RX136714,1,1,0,0,0,0,1,1,0,False
RX138263,2,2,0,0,0,0,1,1,0,False
RX158790,1,1,0,0,0,0,0,0,0,False
RX177842,1,1,0,0,0,0,0,0,0,False
RX187935,3,3,0,0,0,0,1,1,0,False
RX193508,3,3,0,0,0,0,3,3,0,False
RX195414,1,1,0,0,0,0,1,1,0,False
RX204687,1,1,0,0,0,0,1,1,0,False
RX212737,3,3,0,0,0,0,2,1,0,False
RX237691,1,1,0,0,0,0,0,0,0,False
RX268431,4,2,2,0,0,0,1,1,0,False
RX293501,2,2,0,0,0,0,1,1,0,False
RX301176,1,1,0,0,0,0,1,1,0,False
RX302265,6,6,0,0,0,0,1,1,0,False
RX321022,4,4,0,0,0,0,2,1,0,False
RX323167,2,2,0,0,0,0,2,1,0,False
RX329557,1,1,0,0,0,0,1,1,0,False
RX329614,5,5,0,0,0,0,3,1,0,False
RX329696,1,1,0,0,0,0,0,0,0,False
RX329778,1,1,0,0,0,0,1,1,0,False
RX334165,1,1,0,0,0,0,1,1,0,False
RX353827,6,6,0,0,0,0,3,1,0,False
RX395842,3,3,0,0,0,0,2,1,0,False
RX398705,4,4,0,0,0,0,2,1,0,False
RX398753,1,1,0,0,0,0,1,1,0,False
RX424682,3,3,0,0,0,0,2,2,0,False
RX438165,3,3,0,0,0,0,2,2,0,False
RX442258,5,5,0,0,0,0,3,2,0,False
RX455649,1,1,0,0,0,0,1,1,0,False
RX471394,8,8,0,0,0,0,8,5,0,False
RX479155,3,3,0,0,0,0,1,1,0,False
RX512886,2,2,0,0,0,0,1,1,0,False
RX515335,1,1,0,0,0,0,1,1,0,False
RX556049,6,6,0,0,0,0,4,4,0,False
RX557094,4,4,0,0,0,0,1,1,0,False
RX560062,4,3,1,0,0,0,1,1,0,False
RX560489,3,3,0,0,0,0,1,1,0,False
RX565424,3,3,0,0,0,0,1,1,0,False
RX585605,1,1,0,0,0,0,1,1,0,False
RX585954,3,3,0,0,0,0,3,3,0,False
RX616257,2,2,0,0,0,0,1,1,0,False
RX617276,3,3,0,0,0,0,2,2,0,False
RX617510,2,2,0,0,0,0,1,1,0,False
RX625364,1,1,0,0,0,0,0,0,0,False
RX641252,2,2,0,0,0,0,1,1,0,False
RX641274,2,2,0,0,0,0,1,1,0,False
RX643633,1,1,0,0,0,0,0,0,0,False
RX665844,1,1,0,0,0,0,1,1,0,False
RX681707,2,2,0,0,0,0,1,1,0,False
RX681975,1,1,0,0,0,0,0,0,0,False
RX697893,1,1,0,0,0,0,1,1,0,False
RX700047,1,1,0,0,0,0,1,1,0,False
RX720073,2,2,0,0,0,0,2,2,0,False
RX721045,1,1,0,0,0,0,0,0,0,False
RX762813,6,6,0,0,0,0,2,2,1,True
RX768565,5,5,0,0,0,0,3,3,0,False
RX769248,1,1,0,0,0,0,1,1,0,False
RX777021,7,7,0,0,0,0,2,2,0,False
RX788894,13,7,6,0,0,0,0,0,0,False
RX790165,6,6,0,0,0,0,1,1,0,False
RX808490,2,2,0,0,0,0,1,1,0,False
RX809874,1,1,0,0,0,0,1,1,0,False
RX810347,1,1,0,0,0,0,0,0,0,False
RX810896,1,1,0,0,0,0,0,0,0,False
RX815160,1,1,0,0,0,0,0,0,0,False
RX815245,3,3,0,0,0,0,0,0,0,False
RX818687,2,2,0,0,0,0,1,1,0,False
RX818771,2,2,0,0,0,0,1,1,0,False
RX822395,1,1,0,0,0,0,1,1,0,False
RX824525,1,1,0,0,0,0,1,1,0,False
RX825081,2,2,0,0,0,0,2,1,0,False
RX825391,1,1,0,0,0,0,0,0,0,False
RX826628,1,1,0,0,0,0,0,0,0,False
RX835026,10,10,0,0,0,0,9,5,0,False
RX840912,2,2,0,0,0,0,1,1,0,False
RX876322,1,1,0,0,0,0,0,0,0,False
RX885647,2,2,0,0,0,0,2,2,0,False
RX911055,5,5,0,0,0,0,3,2,0,False
RX936059,1,1,0,0,0,0,1,1,0,False
RX936897,5,4,1,0,0,0,1,1,0,False
RX937221,2,2,0,0,0,0,1,1,0,False
RX939814,1,1,0,0,0,0,1,1,0,False
RX960777,4,4,0,0,0,0,2,2,0,False
RX961708,4,4,0,0,0,0,4,3,0,False
RY1000639,1,1,0,0,0,0,1,1,0,False
RY1002850,1,1,0,0,0,0,1,1,0,False
RY1005080,5,5,0,0,0,0,1,1,0,False
RY1005678,2,2,0,0,0,0,1,1,0,False
RY1005963,1,1,0,0,0,0,1,1,0,False
